Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Apr 2, 2025 8:00 AM;Apr 2, 2025 9:00 AM;63,138.25;63,138.75;0.50;35,264.25
Apr 2, 2025 9:00 AM;Apr 2, 2025 10:00 AM;63,273.50;64,126.50;853.00;26,999.00
Apr 2, 2025 10:00 AM;Apr 2, 2025 11:00 AM;61,522.00;65,007.00;3,485.00;15,646.50
Apr 2, 2025 11:00 AM;Apr 2, 2025 12:00 PM;60,809.00;65,667.50;4,858.50;8,772.25
Apr 2, 2025 12:00 PM;Apr 2, 2025 1:00 PM;59,657.75;64,330.00;4,672.25;7,755.25
Apr 2, 2025 1:00 PM;Apr 2, 2025 2:00 PM;58,486.25;63,226.75;4,740.50;6,949.50
Apr 2, 2025 2:00 PM;Apr 2, 2025 3:00 PM;56,692.75;62,160.00;5,467.25;3,606.00
Apr 2, 2025 3:00 PM;Apr 2, 2025 4:00 PM;56,361.75;61,713.25;5,351.50;3,034.50
Apr 2, 2025 4:00 PM;Apr 2, 2025 5:00 PM;56,163.00;61,516.75;5,353.75;5,764.00
Apr 2, 2025 5:00 PM;Apr 2, 2025 6:00 PM;57,423.50;61,536.00;4,112.50;12,150.75
Apr 2, 2025 6:00 PM;Apr 2, 2025 7:00 PM;58,823.00;59,947.50;1,124.50;22,116.00
Apr 2, 2025 7:00 PM;Apr 2, 2025 8:00 PM;59,304.75;59,311.75;7.00;28,729.25
Apr 2, 2025 8:00 PM;Apr 2, 2025 9:00 PM;59,239.00;59,262.00;23.00;27,934.00
Apr 2, 2025 9:00 PM;Apr 2, 2025 10:00 PM;56,511.25;56,670.50;159.25;23,688.50
Apr 2, 2025 10:00 PM;Apr 2, 2025 11:00 PM;52,724.75;52,951.50;226.75;20,988.75
Apr 2, 2025 11:00 PM;Apr 3, 2025 12:00 AM;49,259.00;50,003.50;744.50;18,514.00
Apr 3, 2025 12:00 AM;Apr 3, 2025 1:00 AM;45,614.75;47,972.75;2,358.00;16,863.50
Apr 3, 2025 1:00 AM;Apr 3, 2025 2:00 AM;44,310.00;47,448.25;3,138.25;17,739.00
Apr 3, 2025 2:00 AM;Apr 3, 2025 3:00 AM;43,064.50;45,641.75;2,577.25;18,792.75
Apr 3, 2025 3:00 AM;Apr 3, 2025 4:00 AM;42,802.00;44,275.25;1,473.25;20,463.75
Apr 3, 2025 4:00 AM;Apr 3, 2025 5:00 AM;44,545.25;45,105.50;560.25;23,297.50
Apr 3, 2025 5:00 AM;Apr 3, 2025 6:00 AM;48,441.00;48,564.25;123.25;27,974.25
Apr 3, 2025 6:00 AM;Apr 3, 2025 7:00 AM;55,122.75;55,123.25;0.50;35,468.50
Apr 3, 2025 7:00 AM;Apr 3, 2025 8:00 AM;59,429.00;59,429.00;0.00;38,967.00
Apr 3, 2025 8:00 AM;Apr 3, 2025 9:00 AM;62,297.50;62,339.50;42.00;35,931.50
Apr 3, 2025 9:00 AM;Apr 3, 2025 10:00 AM;62,676.00;63,298.00;622.00;28,639.00
Apr 3, 2025 10:00 AM;Apr 3, 2025 11:00 AM;61,779.00;64,526.50;2,747.50;19,053.75
Apr 3, 2025 11:00 AM;Apr 3, 2025 12:00 PM;60,814.00;64,909.75;4,095.75;11,603.50
Apr 3, 2025 12:00 PM;Apr 3, 2025 1:00 PM;58,650.50;63,475.75;4,825.25;5,464.50
Apr 3, 2025 1:00 PM;Apr 3, 2025 2:00 PM;56,992.25;61,548.75;4,556.50;4,311.75
Apr 3, 2025 2:00 PM;Apr 3, 2025 3:00 PM;55,534.50;60,955.00;5,420.50;4,165.75
Apr 3, 2025 3:00 PM;Apr 3, 2025 4:00 PM;54,794.50;60,079.25;5,284.75;6,666.75
Apr 3, 2025 4:00 PM;Apr 3, 2025 5:00 PM;54,549.25;59,560.50;5,011.25;13,847.00
Apr 3, 2025 5:00 PM;Apr 3, 2025 6:00 PM;55,221.75;57,307.75;2,086.00;26,184.50
Apr 3, 2025 6:00 PM;Apr 3, 2025 7:00 PM;57,910.75;58,202.50;291.75;41,853.50
Apr 3, 2025 7:00 PM;Apr 3, 2025 8:00 PM;59,364.00;59,366.00;2.00;50,386.25
Apr 3, 2025 8:00 PM;Apr 3, 2025 9:00 PM;58,950.50;58,952.75;2.25;48,520.25
Apr 3, 2025 9:00 PM;Apr 3, 2025 10:00 PM;55,777.25;55,920.00;142.75;43,138.25
Apr 3, 2025 10:00 PM;Apr 3, 2025 11:00 PM;51,894.25;52,166.25;272.00;38,947.00
Apr 3, 2025 11:00 PM;Apr 4, 2025 12:00 AM;47,906.75;48,453.75;547.00;35,743.00
Apr 4, 2025 12:00 AM;Apr 4, 2025 1:00 AM;44,844.50;45,595.50;751.00;34,297.25
Apr 4, 2025 1:00 AM;Apr 4, 2025 2:00 AM;43,132.00;43,474.00;342.00;34,596.00
Apr 4, 2025 2:00 AM;Apr 4, 2025 3:00 AM;42,304.00;42,438.50;134.50;35,521.75
Apr 4, 2025 3:00 AM;Apr 4, 2025 4:00 AM;42,581.00;42,698.25;117.25;37,016.75
Apr 4, 2025 4:00 AM;Apr 4, 2025 5:00 AM;44,244.00;44,301.50;57.50;39,519.75
Apr 4, 2025 5:00 AM;Apr 4, 2025 6:00 AM;48,135.50;48,169.25;33.75;43,941.75
Apr 4, 2025 6:00 AM;Apr 4, 2025 7:00 AM;55,263.50;55,266.00;2.50;50,983.00
Apr 4, 2025 7:00 AM;Apr 4, 2025 8:00 AM;59,444.50;59,445.50;1.00;52,112.75
Apr 4, 2025 8:00 AM;Apr 4, 2025 9:00 AM;62,401.75;62,537.00;135.25;45,380.00
Apr 4, 2025 9:00 AM;Apr 4, 2025 10:00 AM;61,635.50;62,583.25;947.75;33,001.25
Apr 4, 2025 10:00 AM;Apr 4, 2025 11:00 AM;60,312.00;63,334.75;3,022.75;22,182.00
Apr 4, 2025 11:00 AM;Apr 4, 2025 12:00 PM;59,498.50;63,623.00;4,124.50;13,241.25
Apr 4, 2025 12:00 PM;Apr 4, 2025 1:00 PM;57,594.00;62,567.25;4,973.25;7,348.75
Apr 4, 2025 1:00 PM;Apr 4, 2025 2:00 PM;56,108.00;61,040.00;4,932.00;6,220.75
Apr 4, 2025 2:00 PM;Apr 4, 2025 3:00 PM;53,719.25;59,724.25;6,005.00;6,423.50
Apr 4, 2025 3:00 PM;Apr 4, 2025 4:00 PM;52,745.25;58,661.50;5,916.25;9,158.50
Apr 4, 2025 4:00 PM;Apr 4, 2025 5:00 PM;52,837.50;57,610.75;4,773.25;15,979.75
Apr 4, 2025 5:00 PM;Apr 4, 2025 6:00 PM;53,593.75;55,523.00;1,929.25;26,366.75
Apr 4, 2025 6:00 PM;Apr 4, 2025 7:00 PM;56,222.75;56,484.50;261.75;39,403.75
Apr 4, 2025 7:00 PM;Apr 4, 2025 8:00 PM;56,917.00;56,920.00;3.00;46,445.00
Apr 4, 2025 8:00 PM;Apr 4, 2025 9:00 PM;56,326.75;56,329.75;3.00;45,509.00
Apr 4, 2025 9:00 PM;Apr 4, 2025 10:00 PM;52,495.00;52,520.75;25.75;39,819.50
Apr 4, 2025 10:00 PM;Apr 4, 2025 11:00 PM;49,053.50;49,137.00;83.50;35,304.75
Apr 4, 2025 11:00 PM;Apr 5, 2025 12:00 AM;45,674.75;45,749.25;74.50;31,369.25
Apr 5, 2025 12:00 AM;Apr 5, 2025 1:00 AM;43,140.00;43,223.50;83.50;29,712.00
Apr 5, 2025 1:00 AM;Apr 5, 2025 2:00 AM;40,693.50;40,713.50;20.00;28,402.75
Apr 5, 2025 2:00 AM;Apr 5, 2025 3:00 AM;40,013.50;40,176.50;163.00;28,015.50
Apr 5, 2025 3:00 AM;Apr 5, 2025 4:00 AM;39,906.75;39,975.25;68.50;27,185.25
Apr 5, 2025 4:00 AM;Apr 5, 2025 5:00 AM;40,591.50;40,743.75;152.25;26,578.00
Apr 5, 2025 5:00 AM;Apr 5, 2025 6:00 AM;42,485.50;42,622.50;137.00;27,753.25
Apr 5, 2025 6:00 AM;Apr 5, 2025 7:00 AM;44,033.50;44,089.75;56.25;28,568.00
Apr 5, 2025 7:00 AM;Apr 5, 2025 8:00 AM;47,049.25;47,197.00;147.75;28,996.75
Apr 5, 2025 8:00 AM;Apr 5, 2025 9:00 AM;50,059.75;50,533.25;473.50;24,642.50
Apr 5, 2025 9:00 AM;Apr 5, 2025 10:00 AM;52,720.75;55,830.25;3,109.50;16,677.25
Apr 5, 2025 10:00 AM;Apr 5, 2025 11:00 AM;52,264.75;56,776.50;4,511.75;6,913.25
Apr 5, 2025 11:00 AM;Apr 5, 2025 12:00 PM;50,492.00;55,254.75;4,762.75;878.50
Apr 5, 2025 12:00 PM;Apr 5, 2025 1:00 PM;48,501.50;53,816.25;5,314.75;-1,108.00
Apr 5, 2025 1:00 PM;Apr 5, 2025 2:00 PM;46,024.75;51,669.25;5,644.50;-1,219.50
Apr 5, 2025 2:00 PM;Apr 5, 2025 3:00 PM;44,289.25;49,956.00;5,666.75;200.75
Apr 5, 2025 3:00 PM;Apr 5, 2025 4:00 PM;44,373.25;50,165.25;5,792.00;2,307.50
Apr 5, 2025 4:00 PM;Apr 5, 2025 5:00 PM;45,144.75;50,511.25;5,366.50;4,710.25
Apr 5, 2025 5:00 PM;Apr 5, 2025 6:00 PM;47,323.75;51,893.50;4,569.75;8,554.50
Apr 5, 2025 6:00 PM;Apr 5, 2025 7:00 PM;49,363.50;50,972.50;1,609.00;14,422.25
Apr 5, 2025 7:00 PM;Apr 5, 2025 8:00 PM;49,684.75;49,760.25;75.50;20,557.25
Apr 5, 2025 8:00 PM;Apr 5, 2025 9:00 PM;49,049.25;49,069.75;20.50;20,866.25
Apr 5, 2025 9:00 PM;Apr 5, 2025 10:00 PM;47,444.75;47,618.00;173.25;18,296.75
Apr 5, 2025 10:00 PM;Apr 5, 2025 11:00 PM;45,360.75;45,511.25;150.50;17,829.75
Apr 5, 2025 11:00 PM;Apr 6, 2025 12:00 AM;42,782.00;43,002.50;220.50;16,596.00
Apr 6, 2025 12:00 AM;Apr 6, 2025 1:00 AM;39,864.75;40,727.25;862.50;14,881.25
Apr 6, 2025 1:00 AM;Apr 6, 2025 2:00 AM;38,255.25;39,882.00;1,626.75;15,606.75
Apr 6, 2025 2:00 AM;Apr 6, 2025 3:00 AM;37,367.25;38,642.25;1,275.00;17,089.50
Apr 6, 2025 3:00 AM;Apr 6, 2025 4:00 AM;37,738.75;38,196.75;458.00;19,628.50
Apr 6, 2025 4:00 AM;Apr 6, 2025 5:00 AM;38,092.75;38,435.25;342.50;21,859.75
Apr 6, 2025 5:00 AM;Apr 6, 2025 6:00 AM;38,417.75;38,524.25;106.50;23,114.75
Apr 6, 2025 6:00 AM;Apr 6, 2025 7:00 AM;39,090.25;39,240.75;150.50;23,718.00
Apr 6, 2025 7:00 AM;Apr 6, 2025 8:00 AM;41,351.50;41,798.50;447.00;23,833.25
Apr 6, 2025 8:00 AM;Apr 6, 2025 9:00 AM;44,168.75;45,964.00;1,795.25;18,189.00
Apr 6, 2025 9:00 AM;Apr 6, 2025 10:00 AM;47,227.50;50,735.75;3,508.25;9,307.00
Apr 6, 2025 10:00 AM;Apr 6, 2025 11:00 AM;47,712.00;51,646.00;3,934.00;1,970.75
Apr 6, 2025 11:00 AM;Apr 6, 2025 12:00 PM;47,927.75;52,797.00;4,869.25;-544.75
Apr 6, 2025 12:00 PM;Apr 6, 2025 1:00 PM;46,925.75;52,411.25;5,485.50;-541.00
Apr 6, 2025 1:00 PM;Apr 6, 2025 2:00 PM;44,488.50;50,202.25;5,713.75;-683.75
Apr 6, 2025 2:00 PM;Apr 6, 2025 3:00 PM;42,720.25;48,568.75;5,848.50;321.75
Apr 6, 2025 3:00 PM;Apr 6, 2025 4:00 PM;41,803.75;47,481.25;5,677.50;2,585.75
Apr 6, 2025 4:00 PM;Apr 6, 2025 5:00 PM;42,729.00;47,706.75;4,977.75;5,912.00
Apr 6, 2025 5:00 PM;Apr 6, 2025 6:00 PM;46,099.25;49,717.75;3,618.50;15,333.00
Apr 6, 2025 6:00 PM;Apr 6, 2025 7:00 PM;48,352.00;49,194.25;842.25;29,289.75
Apr 6, 2025 7:00 PM;Apr 6, 2025 8:00 PM;49,783.25;49,856.00;72.75;39,188.25
Apr 6, 2025 8:00 PM;Apr 6, 2025 9:00 PM;50,472.00;50,474.25;2.25;39,533.50
Apr 6, 2025 9:00 PM;Apr 6, 2025 10:00 PM;49,368.50;49,845.75;477.25;36,370.50
Apr 6, 2025 10:00 PM;Apr 6, 2025 11:00 PM;47,939.50;48,376.00;436.50;35,026.25
Apr 6, 2025 11:00 PM;Apr 7, 2025 12:00 AM;45,290.00;45,826.25;536.25;33,273.00
Apr 7, 2025 12:00 AM;Apr 7, 2025 1:00 AM;42,904.75;43,614.75;710.00;32,162.25
Apr 7, 2025 1:00 AM;Apr 7, 2025 2:00 AM;41,779.25;42,938.25;1,159.00;31,686.50
Apr 7, 2025 2:00 AM;Apr 7, 2025 3:00 AM;41,612.50;43,401.25;1,788.75;31,981.00
Apr 7, 2025 3:00 AM;Apr 7, 2025 4:00 AM;42,380.25;43,587.00;1,206.75;33,307.50
Apr 7, 2025 4:00 AM;Apr 7, 2025 5:00 AM;43,756.25;44,361.00;604.75;34,932.25
Apr 7, 2025 5:00 AM;Apr 7, 2025 6:00 AM;48,441.00;48,639.75;198.75;39,360.50
Apr 7, 2025 6:00 AM;Apr 7, 2025 7:00 AM;56,367.75;56,398.50;30.75;46,694.25
Apr 7, 2025 7:00 AM;Apr 7, 2025 8:00 AM;60,409.50;60,412.50;3.00;47,785.75
Apr 7, 2025 8:00 AM;Apr 7, 2025 9:00 AM;62,912.25;62,914.75;2.50;42,729.50
Apr 7, 2025 9:00 AM;Apr 7, 2025 10:00 AM;62,935.00;63,079.75;144.75;32,486.00
Apr 7, 2025 10:00 AM;Apr 7, 2025 11:00 AM;61,784.00;64,458.25;2,674.25;20,380.75
Apr 7, 2025 11:00 AM;Apr 7, 2025 12:00 PM;61,277.75;65,873.00;4,595.25;12,126.25
Apr 7, 2025 12:00 PM;Apr 7, 2025 1:00 PM;59,148.25;63,663.50;4,515.25;6,358.25
Apr 7, 2025 1:00 PM;Apr 7, 2025 2:00 PM;57,162.75;61,618.75;4,456.00;5,459.50
Apr 7, 2025 2:00 PM;Apr 7, 2025 3:00 PM;55,439.00;60,653.25;5,214.25;6,695.50
Apr 7, 2025 3:00 PM;Apr 7, 2025 4:00 PM;54,836.50;59,783.00;4,946.50;10,070.75
Apr 7, 2025 4:00 PM;Apr 7, 2025 5:00 PM;54,379.50;57,926.25;3,546.75;16,491.75
Apr 7, 2025 5:00 PM;Apr 7, 2025 6:00 PM;55,387.75;57,051.75;1,664.00;27,888.25
Apr 7, 2025 6:00 PM;Apr 7, 2025 7:00 PM;57,839.50;58,394.25;554.75;42,203.25
Apr 7, 2025 7:00 PM;Apr 7, 2025 8:00 PM;58,878.50;58,916.75;38.25;51,399.25
Apr 7, 2025 8:00 PM;Apr 7, 2025 9:00 PM;58,198.75;58,201.75;3.00;51,919.75
Apr 7, 2025 9:00 PM;Apr 7, 2025 10:00 PM;55,448.00;55,450.75;2.75;48,081.25
Apr 7, 2025 10:00 PM;Apr 7, 2025 11:00 PM;51,950.50;52,032.00;81.50;44,291.00
Apr 7, 2025 11:00 PM;Apr 8, 2025 12:00 AM;48,431.75;48,893.25;461.50;41,270.50
Apr 8, 2025 12:00 AM;Apr 8, 2025 1:00 AM;45,581.00;46,001.00;420.00;39,482.50
Apr 8, 2025 1:00 AM;Apr 8, 2025 2:00 AM;43,957.00;44,545.00;588.00;38,791.50
Apr 8, 2025 2:00 AM;Apr 8, 2025 3:00 AM;43,269.00;44,159.00;890.00;39,026.50
Apr 8, 2025 3:00 AM;Apr 8, 2025 4:00 AM;43,766.00;44,594.50;828.50;40,129.75
Apr 8, 2025 4:00 AM;Apr 8, 2025 5:00 AM;45,532.25;45,830.75;298.50;42,481.50
Apr 8, 2025 5:00 AM;Apr 8, 2025 6:00 AM;49,202.75;49,281.25;78.50;46,395.75
Apr 8, 2025 6:00 AM;Apr 8, 2025 7:00 AM;56,541.25;56,559.25;18.00;53,800.00
Apr 8, 2025 7:00 AM;Apr 8, 2025 8:00 AM;60,711.00;60,712.00;1.00;54,751.00
Apr 8, 2025 8:00 AM;Apr 8, 2025 9:00 AM;62,981.50;62,986.00;4.50;48,381.25
Apr 8, 2025 9:00 AM;Apr 8, 2025 10:00 AM;63,138.25;63,548.50;410.25;37,581.25
Apr 8, 2025 10:00 AM;Apr 8, 2025 11:00 AM;62,000.75;65,563.50;3,562.75;25,319.50
Apr 8, 2025 11:00 AM;Apr 8, 2025 12:00 PM;60,212.50;65,363.50;5,151.00;15,549.25
Apr 8, 2025 12:00 PM;Apr 8, 2025 1:00 PM;58,269.50;62,975.50;4,706.00;10,987.75
Apr 8, 2025 1:00 PM;Apr 8, 2025 2:00 PM;56,605.50;61,260.00;4,654.50;10,564.25
Apr 8, 2025 2:00 PM;Apr 8, 2025 3:00 PM;55,376.25;60,388.00;5,011.75;12,710.50
Apr 8, 2025 3:00 PM;Apr 8, 2025 4:00 PM;54,932.75;59,893.50;4,960.75;17,278.25
Apr 8, 2025 4:00 PM;Apr 8, 2025 5:00 PM;54,193.50;57,040.50;2,847.00;23,614.25
Apr 8, 2025 5:00 PM;Apr 8, 2025 6:00 PM;55,538.25;56,791.00;1,252.75;34,392.00
Apr 8, 2025 6:00 PM;Apr 8, 2025 7:00 PM;57,397.00;57,950.50;553.50;46,889.50
Apr 8, 2025 7:00 PM;Apr 8, 2025 8:00 PM;58,502.50;58,607.50;105.00;54,666.00
Apr 8, 2025 8:00 PM;Apr 8, 2025 9:00 PM;58,128.75;58,157.75;29.00;54,831.25
Apr 8, 2025 9:00 PM;Apr 8, 2025 10:00 PM;55,265.25;55,272.00;6.75;50,871.25
Apr 8, 2025 10:00 PM;Apr 8, 2025 11:00 PM;51,699.00;51,768.00;69.00;46,769.50
Apr 8, 2025 11:00 PM;Apr 9, 2025 12:00 AM;48,271.50;48,489.00;217.50;43,320.25
Apr 9, 2025 12:00 AM;Apr 9, 2025 1:00 AM;44,927.75;45,303.25;375.50;39,960.25
Apr 9, 2025 1:00 AM;Apr 9, 2025 2:00 AM;43,559.00;44,271.25;712.25;38,896.25
Apr 9, 2025 2:00 AM;Apr 9, 2025 3:00 AM;43,055.75;43,966.00;910.25;38,775.25
Apr 9, 2025 3:00 AM;Apr 9, 2025 4:00 AM;43,527.75;44,459.00;931.25;39,346.25
Apr 9, 2025 4:00 AM;Apr 9, 2025 5:00 AM;45,198.00;45,602.50;404.50;40,644.25
Apr 9, 2025 5:00 AM;Apr 9, 2025 6:00 AM;48,882.50;49,024.50;142.00;44,336.50
Apr 9, 2025 6:00 AM;Apr 9, 2025 7:00 AM;55,876.25;55,948.25;72.00;51,368.50
Apr 9, 2025 7:00 AM;Apr 9, 2025 8:00 AM;60,033.00;60,033.25;0.25;52,928.75
Apr 9, 2025 8:00 AM;Apr 9, 2025 9:00 AM;62,331.50;62,340.25;8.75;48,357.00
Apr 9, 2025 9:00 AM;Apr 9, 2025 10:00 AM;62,841.50;63,438.00;596.50;39,413.75
Apr 9, 2025 10:00 AM;Apr 9, 2025 11:00 AM;62,598.25;64,911.00;2,312.75;29,420.00
Apr 9, 2025 11:00 AM;Apr 9, 2025 12:00 PM;61,271.75;65,501.25;4,229.50;20,468.00
Apr 9, 2025 12:00 PM;Apr 9, 2025 1:00 PM;59,134.75;63,179.50;4,044.75;14,984.00
Apr 9, 2025 1:00 PM;Apr 9, 2025 2:00 PM;58,475.25;63,041.00;4,565.75;13,501.50
Apr 9, 2025 2:00 PM;Apr 9, 2025 3:00 PM;57,144.25;62,835.75;5,691.50;12,595.75
Apr 9, 2025 3:00 PM;Apr 9, 2025 4:00 PM;56,696.00;62,437.25;5,741.25;14,017.75
Apr 9, 2025 4:00 PM;Apr 9, 2025 5:00 PM;56,753.00;62,231.25;5,478.25;17,814.25
Apr 9, 2025 5:00 PM;Apr 9, 2025 6:00 PM;57,988.75;60,344.75;2,356.00;24,784.50
Apr 9, 2025 6:00 PM;Apr 9, 2025 7:00 PM;60,530.50;60,901.00;370.50;34,942.00
Apr 9, 2025 7:00 PM;Apr 9, 2025 8:00 PM;61,372.75;61,505.75;133.00;42,375.00
Apr 9, 2025 8:00 PM;Apr 9, 2025 9:00 PM;60,974.50;60,976.25;1.75;42,152.75
Apr 9, 2025 9:00 PM;Apr 9, 2025 10:00 PM;58,721.50;59,060.50;339.00;38,078.50
Apr 9, 2025 10:00 PM;Apr 9, 2025 11:00 PM;54,685.00;55,225.75;540.75;34,768.00
Apr 9, 2025 11:00 PM;Apr 10, 2025 12:00 AM;50,397.25;51,159.00;761.75;32,025.00
Apr 10, 2025 12:00 AM;Apr 10, 2025 1:00 AM;47,484.00;48,646.75;1,162.75;30,386.75
Apr 10, 2025 1:00 AM;Apr 10, 2025 2:00 AM;45,138.50;47,115.25;1,976.75;30,195.75
Apr 10, 2025 2:00 AM;Apr 10, 2025 3:00 AM;43,997.50;45,308.00;1,310.50;30,936.25
Apr 10, 2025 3:00 AM;Apr 10, 2025 4:00 AM;43,899.00;44,558.50;659.50;32,567.75
Apr 10, 2025 4:00 AM;Apr 10, 2025 5:00 AM;44,643.50;45,226.50;583.00;35,110.25
Apr 10, 2025 5:00 AM;Apr 10, 2025 6:00 AM;48,148.50;48,204.50;56.00;40,376.00
Apr 10, 2025 6:00 AM;Apr 10, 2025 7:00 AM;55,289.75;55,292.50;2.75;48,653.50
Apr 10, 2025 7:00 AM;Apr 10, 2025 8:00 AM;60,025.75;60,029.00;3.25;52,602.25
Apr 10, 2025 8:00 AM;Apr 10, 2025 9:00 AM;62,757.50;62,759.25;1.75;51,349.50
Apr 10, 2025 9:00 AM;Apr 10, 2025 10:00 AM;62,730.00;62,765.75;35.75;44,844.75
Apr 10, 2025 10:00 AM;Apr 10, 2025 11:00 AM;62,840.75;63,621.50;780.75;36,908.75
Apr 10, 2025 11:00 AM;Apr 10, 2025 12:00 PM;63,837.75;66,692.50;2,854.75;29,913.50
Apr 10, 2025 12:00 PM;Apr 10, 2025 1:00 PM;61,890.50;65,211.75;3,321.25;21,814.75
Apr 10, 2025 1:00 PM;Apr 10, 2025 2:00 PM;59,857.75;63,939.00;4,081.25;15,497.50
Apr 10, 2025 2:00 PM;Apr 10, 2025 3:00 PM;58,330.50;63,906.25;5,575.75;11,457.50
Apr 10, 2025 3:00 PM;Apr 10, 2025 4:00 PM;56,928.25;62,413.00;5,484.75;11,138.50
Apr 10, 2025 4:00 PM;Apr 10, 2025 5:00 PM;56,955.00;62,411.25;5,456.25;14,898.00
Apr 10, 2025 5:00 PM;Apr 10, 2025 6:00 PM;58,407.50;60,781.75;2,374.25;22,694.50
Apr 10, 2025 6:00 PM;Apr 10, 2025 7:00 PM;60,675.00;61,103.75;428.75;34,280.00
Apr 10, 2025 7:00 PM;Apr 10, 2025 8:00 PM;62,319.75;62,514.75;195.00;41,955.25
Apr 10, 2025 8:00 PM;Apr 10, 2025 9:00 PM;61,789.75;62,027.50;237.75;41,075.75
Apr 10, 2025 9:00 PM;Apr 10, 2025 10:00 PM;59,441.25;59,703.75;262.50;34,926.25
Apr 10, 2025 10:00 PM;Apr 10, 2025 11:00 PM;55,373.00;55,525.00;152.00;28,899.00
Apr 10, 2025 11:00 PM;Apr 11, 2025 12:00 AM;51,223.75;51,373.50;149.75;23,790.00
Apr 11, 2025 12:00 AM;Apr 11, 2025 1:00 AM;49,121.00;50,014.75;893.75;20,371.25
Apr 11, 2025 1:00 AM;Apr 11, 2025 2:00 AM;47,348.25;50,584.50;3,236.25;18,767.00
Apr 11, 2025 2:00 AM;Apr 11, 2025 3:00 AM;46,687.25;49,987.25;3,300.00;19,189.25
