Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Jun 10, 2025 3:00 PM;Jun 10, 2025 4:00 PM;-1.04;24.71;0.99;31.30;31.30;-0.01;0.99;55.07;-3.66;103.94;31.33;2.19;18.39;-;88.15;88.15;54.93
Jun 10, 2025 4:00 PM;Jun 10, 2025 5:00 PM;0.03;32.71;14.22;46.89;47.28;-0.01;10.00;55.43;0.03;101.19;47.35;5.61;31.83;-;101.67;118.52;74.64
Jun 10, 2025 5:00 PM;Jun 10, 2025 6:00 PM;53.99;65.54;67.06;58.05;58.05;21.91;59.66;59.44;79.29;106.99;58.14;47.37;105.00;-;107.90;107.90;105.27
Jun 10, 2025 6:00 PM;Jun 10, 2025 7:00 PM;69.60;87.30;112.50;70.44;70.55;35.95;87.18;60.00;102.96;155.19;71.27;65.87;128.40;-;134.92;134.92;135.47
Jun 10, 2025 7:00 PM;Jun 10, 2025 8:00 PM;82.08;102.26;124.10;82.08;82.22;65.57;102.43;59.58;125.98;192.11;83.09;84.35;123.38;-;153.64;235.11;195.55
Jun 10, 2025 8:00 PM;Jun 10, 2025 9:00 PM;83.97;109.40;146.00;83.97;84.70;56.60;113.33;66.31;121.98;225.37;85.60;85.34;134.24;-;154.06;280.77;223.23
Jun 10, 2025 9:00 PM;Jun 10, 2025 10:00 PM;91.28;101.99;143.00;91.28;91.29;58.20;123.30;69.41;110.05;149.58;91.42;85.39;109.02;-;143.35;143.35;137.32
Jun 10, 2025 10:00 PM;Jun 10, 2025 11:00 PM;97.94;96.59;133.72;97.94;97.94;71.92;113.37;72.20;95.93;99.45;98.08;84.48;97.46;-;132.52;105.14;101.80
Jun 10, 2025 11:00 PM;Jun 11, 2025 12:00 AM;85.31;87.55;124.47;85.31;85.31;61.63;104.95;72.71;73.85;88.12;85.41;79.04;102.20;-;125.00;118.88;93.48
Jun 11, 2025 12:00 AM;Jun 11, 2025 1:00 AM;73.01;83.77;111.76;70.43;71.01;62.76;114.31;70.32;79.96;107.60;71.24;66.03;96.08;-;116.00;80.20;81.82
Jun 11, 2025 1:00 AM;Jun 11, 2025 2:00 AM;71.38;77.48;113.00;69.40;69.40;35.49;92.00;68.73;73.05;108.57;69.66;64.39;88.58;-;108.86;73.21;75.70
Jun 11, 2025 2:00 AM;Jun 11, 2025 3:00 AM;70.58;73.64;104.39;68.69;68.69;37.04;83.75;68.15;67.79;103.76;68.95;64.39;74.42;-;104.00;67.61;69.33
Jun 11, 2025 3:00 AM;Jun 11, 2025 4:00 AM;69.86;70.75;84.24;69.25;69.26;20.95;95.00;67.92;73.08;93.95;69.53;63.91;71.15;-;102.38;73.87;72.45
Jun 11, 2025 4:00 AM;Jun 11, 2025 5:00 AM;73.59;71.33;95.87;71.52;71.52;15.49;86.00;69.61;73.05;88.50;71.81;68.19;73.04;-;101.55;73.58;73.30
Jun 11, 2025 5:00 AM;Jun 11, 2025 6:00 AM;83.60;77.54;90.00;81.24;81.25;21.44;90.00;71.95;73.78;93.90;81.59;77.76;90.00;-;102.30;102.30;85.47
Jun 11, 2025 6:00 AM;Jun 11, 2025 7:00 AM;101.26;95.88;111.31;101.26;101.26;32.76;112.19;71.11;96.89;120.11;101.61;81.50;124.71;-;117.32;115.87;108.99
Jun 11, 2025 7:00 AM;Jun 11, 2025 8:00 AM;107.80;99.54;119.62;107.80;107.80;32.01;120.20;71.12;99.84;121.90;107.94;81.86;124.80;-;127.18;104.13;106.61
Jun 11, 2025 8:00 AM;Jun 11, 2025 9:00 AM;85.09;86.20;114.20;85.09;85.09;42.71;100.00;69.61;80.25;113.18;85.19;80.01;92.84;-;129.50;80.25;83.12
Jun 11, 2025 9:00 AM;Jun 11, 2025 10:00 AM;66.70;70.45;106.18;66.70;65.04;25.63;85.39;68.19;59.03;106.45;65.11;62.05;65.19;-;118.00;57.38;60.51
Jun 11, 2025 10:00 AM;Jun 11, 2025 11:00 AM;22.98;31.54;42.45;22.98;16.71;6.77;31.91;58.95;19.71;70.61;16.71;39.01;21.10;-;114.00;19.23;20.21
Jun 11, 2025 11:00 AM;Jun 11, 2025 12:00 PM;1.30;12.39;1.17;1.30;4.96;0.00;1.20;55.00;1.38;54.72;4.96;10.32;1.32;-;114.00;1.50;1.22
Jun 11, 2025 12:00 PM;Jun 11, 2025 1:00 PM;-0.36;5.72;-0.19;-0.13;2.80;-0.01;-0.20;48.66;0.74;7.61;2.80;-0.39;1.19;-;94.30;7.39;4.28
Jun 11, 2025 1:00 PM;Jun 11, 2025 2:00 PM;-0.97;4.75;-0.60;-0.08;1.11;-0.18;-0.64;48.38;0.01;3.63;1.11;-2.40;1.87;-;90.00;18.15;8.56
Jun 11, 2025 2:00 PM;Jun 11, 2025 3:00 PM;-3.40;3.79;-2.88;-1.93;0.45;-2.08;-3.00;50.00;-3.40;4.29;0.45;-1.16;1.00;-;100.97;23.65;12.92
Jun 11, 2025 3:00 PM;Jun 11, 2025 4:00 PM;-2.40;6.26;-1.35;-1.42;0.25;-0.01;-1.59;55.88;-2.40;12.29;0.25;0.81;6.12;-;108.15;50.96;29.47
Jun 11, 2025 4:00 PM;Jun 11, 2025 5:00 PM;-0.01;13.49;1.91;-0.01;2.71;2.50;2.00;59.76;16.19;34.66;2.71;3.09;22.91;-;115.03;115.03;71.65
Jun 11, 2025 5:00 PM;Jun 11, 2025 6:00 PM;66.47;63.10;62.78;66.47;60.36;24.59;64.04;60.00;68.79;84.60;60.65;62.71;79.08;-;124.56;124.56;103.09
Jun 11, 2025 6:00 PM;Jun 11, 2025 7:00 PM;89.34;84.75;98.49;89.34;86.80;29.56;99.70;70.01;89.72;102.11;87.21;84.71;94.63;-;123.18;123.18;111.71
Jun 11, 2025 7:00 PM;Jun 11, 2025 8:00 PM;132.28;115.85;108.99;130.32;132.87;74.00;130.32;74.16;132.28;141.35;129.06;84.29;136.68;-;141.81;160.63;149.84
Jun 11, 2025 8:00 PM;Jun 11, 2025 9:00 PM;217.00;172.26;144.69;208.38;216.44;84.01;208.38;90.31;208.83;219.90;211.76;85.16;217.00;-;146.99;219.16;219.16
Jun 11, 2025 9:00 PM;Jun 11, 2025 10:00 PM;180.00;149.13;138.11;180.00;180.01;60.98;180.00;108.55;171.44;180.72;178.69;85.06;176.83;-;131.18;181.87;185.70
Jun 11, 2025 10:00 PM;Jun 11, 2025 11:00 PM;119.34;107.22;101.75;119.34;119.35;70.01;119.34;87.04;118.13;121.61;116.45;87.04;119.40;-;123.18;125.74;123.06
Jun 11, 2025 11:00 PM;Jun 12, 2025 12:00 AM;94.07;88.43;88.50;94.07;94.07;57.01;96.68;76.30;97.45;109.34;80.02;83.40;95.93;-;109.15;109.15;103.19
Jun 12, 2025 12:00 AM;Jun 12, 2025 1:00 AM;92.91;85.68;91.10;92.91;92.91;24.60;92.97;87.62;92.91;98.89;90.22;81.91;96.43;-;120.26;120.26;105.57
Jun 12, 2025 1:00 AM;Jun 12, 2025 2:00 AM;87.70;78.31;84.72;87.70;87.70;0.00;87.06;74.23;87.70;104.12;78.62;81.55;88.02;-;107.83;89.55;89.33
Jun 12, 2025 2:00 AM;Jun 12, 2025 3:00 AM;85.43;74.50;64.80;82.22;85.44;6.88;80.00;69.74;84.35;104.21;74.66;81.61;85.62;-;104.05;84.14;84.86
Jun 12, 2025 3:00 AM;Jun 12, 2025 4:00 AM;84.85;73.78;67.91;84.85;84.86;0.00;80.00;67.77;84.85;101.12;73.05;81.78;85.40;-;104.00;84.93;85.14
Jun 12, 2025 4:00 AM;Jun 12, 2025 5:00 AM;89.06;72.71;66.19;89.06;89.07;-0.01;82.37;63.44;89.06;94.43;54.81;81.68;89.76;-;102.37;89.07;89.39
Jun 12, 2025 5:00 AM;Jun 12, 2025 6:00 AM;92.00;75.68;65.00;92.00;92.01;0.00;87.36;64.29;92.00;95.04;70.18;81.19;93.37;-;106.10;99.37;96.72
Jun 12, 2025 6:00 AM;Jun 12, 2025 7:00 AM;114.85;92.14;72.27;114.85;114.86;19.73;105.73;62.99;109.76;114.72;102.83;81.59;114.18;-;112.00;110.20;112.31
Jun 12, 2025 7:00 AM;Jun 12, 2025 8:00 AM;104.30;88.68;67.88;104.30;104.31;37.29;98.72;66.10;96.83;103.55;102.91;89.27;104.30;-;125.63;96.83;101.74
Jun 12, 2025 8:00 AM;Jun 12, 2025 9:00 AM;78.86;74.10;75.20;78.86;78.86;34.69;78.93;66.09;76.66;83.87;77.79;85.93;78.24;-;124.00;76.63;77.45
Jun 12, 2025 9:00 AM;Jun 12, 2025 10:00 AM;36.09;37.74;36.48;36.09;33.91;15.27;36.09;58.09;36.46;36.33;34.05;56.08;36.33;-;114.82;37.08;36.67
Jun 12, 2025 10:00 AM;Jun 12, 2025 11:00 AM;0.00;4.94;0.00;0.00;2.18;0.00;0.00;49.02;0.00;0.00;2.18;1.00;0.00;-;110.67;0.01;0.01
Jun 12, 2025 11:00 AM;Jun 12, 2025 12:00 PM;-2.00;3.26;-1.83;0.40;0.41;-1.45;-2.00;44.24;-2.00;0.82;0.41;-2.97;-0.20;-;104.00;7.19;3.54
Jun 12, 2025 12:00 PM;Jun 12, 2025 1:00 PM;-15.91;-4.28;-13.86;0.00;0.00;-8.44;-17.66;30.28;-20.00;-2.72;0.00;-6.96;-7.67;-;89.00;28.02;10.72
Jun 12, 2025 1:00 PM;Jun 12, 2025 2:00 PM;-27.90;-9.40;-26.53;0.76;0.76;-21.03;-30.96;38.05;-28.80;-8.75;0.76;-12.27;-15.42;-;87.14;34.55;10.73
Jun 12, 2025 2:00 PM;Jun 12, 2025 3:00 PM;-25.47;-6.87;-23.38;1.15;1.15;-14.62;-31.29;38.06;-26.29;0.10;1.15;-12.95;-8.67;-;90.57;58.00;26.25
Jun 12, 2025 3:00 PM;Jun 12, 2025 4:00 PM;-11.57;1.99;-9.89;2.01;2.21;-3.72;-14.00;47.60;-11.57;5.25;2.21;-4.21;5.97;-;103.23;62.60;35.69
Jun 12, 2025 4:00 PM;Jun 12, 2025 5:00 PM;-2.78;7.08;-1.83;-2.65;4.10;0.01;-2.78;51.91;-2.78;11.62;4.09;7.75;8.40;-;114.82;75.04;32.70
Jun 12, 2025 5:00 PM;Jun 12, 2025 6:00 PM;14.90;28.91;15.98;14.90;7.77;15.98;14.90;49.03;27.26;74.57;7.77;48.20;41.70;-;112.62;112.62;75.85
Jun 12, 2025 6:00 PM;Jun 12, 2025 7:00 PM;79.96;77.54;81.56;79.96;78.78;40.23;79.96;65.00;91.90;89.58;79.18;74.93;91.90;-;125.24;130.46;121.08
Jun 12, 2025 7:00 PM;Jun 12, 2025 8:00 PM;112.55;109.82;112.55;112.39;112.56;89.60;112.39;68.17;135.71;146.60;111.15;83.49;123.45;-;147.80;182.08;180.84
Jun 12, 2025 8:00 PM;Jun 12, 2025 9:00 PM;132.00;136.97;132.00;132.00;132.01;104.01;132.00;71.31;179.67;232.91;130.63;93.70;166.41;-;159.27;220.72;217.97
Jun 12, 2025 9:00 PM;Jun 12, 2025 10:00 PM;111.00;118.96;114.18;111.00;111.01;116.10;113.33;74.88;135.00;187.82;109.93;103.49;131.79;-;135.00;140.76;151.49
Jun 12, 2025 10:00 PM;Jun 12, 2025 11:00 PM;105.00;106.95;106.62;105.00;105.01;107.99;105.94;77.42;118.12;123.04;104.00;91.81;131.49;-;121.86;121.86;128.44
Jun 12, 2025 11:00 PM;Jun 13, 2025 12:00 AM;86.90;91.93;91.37;86.90;86.91;91.68;94.90;79.92;91.96;104.47;86.07;82.01;115.08;-;113.52;113.52;106.42
Jun 13, 2025 12:00 AM;Jun 13, 2025 1:00 AM;70.29;78.75;84.59;60.05;70.30;70.29;87.71;67.82;88.46;105.63;70.59;70.86;90.00;-;122.00;122.00;110.76
Jun 13, 2025 1:00 AM;Jun 13, 2025 2:00 AM;55.25;71.77;83.42;55.25;55.26;51.38;87.00;63.99;78.65;106.18;54.66;63.64;90.00;-;112.51;112.51;96.02
Jun 13, 2025 2:00 AM;Jun 13, 2025 3:00 AM;58.61;72.25;87.92;58.61;58.62;52.04;89.90;60.41;75.96;105.60;58.02;64.51;83.11;-;110.00;104.73;90.67
Jun 13, 2025 3:00 AM;Jun 13, 2025 4:00 AM;63.42;73.56;85.85;61.79;62.84;60.03;91.00;61.38;75.91;105.56;61.88;65.15;77.77;-;104.40;100.33;87.98
Jun 13, 2025 4:00 AM;Jun 13, 2025 5:00 AM;63.84;73.94;86.60;62.93;62.93;57.87;97.54;61.78;75.37;105.61;62.29;65.09;75.37;-;104.40;97.55;85.95
Jun 13, 2025 5:00 AM;Jun 13, 2025 6:00 AM;70.71;78.98;100.00;70.71;70.71;60.87;100.00;63.43;80.10;104.20;70.10;68.55;80.10;-;105.72;105.72;93.44
Jun 13, 2025 6:00 AM;Jun 13, 2025 7:00 AM;83.68;88.55;104.10;83.68;83.68;65.25;109.25;64.58;91.70;106.29;82.91;79.05;103.60;-;115.56;108.74;100.12
Jun 13, 2025 7:00 AM;Jun 13, 2025 8:00 AM;87.26;90.75;115.15;86.42;87.27;80.19;121.60;63.52;85.75;104.88;85.58;80.58;87.26;-;124.96;89.10;87.07
Jun 13, 2025 8:00 AM;Jun 13, 2025 9:00 AM;77.39;82.17;107.58;76.33;75.48;68.94;115.00;62.85;75.99;105.19;75.61;64.41;76.49;-;126.18;75.81;76.13
Jun 13, 2025 9:00 AM;Jun 13, 2025 10:00 AM;40.03;48.43;62.52;40.03;39.16;40.03;80.00;53.52;40.44;58.64;39.34;39.02;40.02;-;124.96;40.44;40.14
Jun 13, 2025 10:00 AM;Jun 13, 2025 11:00 AM;4.10;12.21;16.42;4.10;4.20;12.21;23.00;50.00;4.10;4.27;4.20;7.28;4.52;-;124.96;5.84;4.68
Jun 13, 2025 11:00 AM;Jun 13, 2025 12:00 PM;-0.03;4.57;0.29;0.69;0.69;0.24;0.69;46.61;-0.04;0.32;0.69;-0.04;0.12;-;113.16;1.56;0.03
Jun 13, 2025 12:00 PM;Jun 13, 2025 1:00 PM;-2.05;1.38;-0.46;-0.08;-0.08;-0.01;-0.08;26.62;-4.63;0.00;-0.04;-4.98;-1.03;-;101.72;5.77;1.50
Jun 13, 2025 1:00 PM;Jun 13, 2025 2:00 PM;-6.09;-0.15;-0.25;-0.28;-0.25;-0.02;-0.29;26.97;-12.32;0.14;-0.22;-10.56;-4.56;-;98.00;7.01;0.01
Jun 13, 2025 2:00 PM;Jun 13, 2025 3:00 PM;-6.01;-0.67;-1.03;-0.47;-0.24;-1.02;-1.45;19.20;-10.07;0.01;-0.20;-9.69;-2.38;-;101.00;15.01;5.90
Jun 13, 2025 3:00 PM;Jun 13, 2025 4:00 PM;-2.38;8.08;-1.30;-0.06;0.47;-0.01;-1.38;41.56;-3.04;39.34;0.48;4.11;8.72;-;101.68;52.56;31.17
Jun 13, 2025 4:00 PM;Jun 13, 2025 5:00 PM;-0.01;14.23;0.93;-0.01;2.30;0.93;1.03;49.26;-0.01;82.10;2.30;4.18;13.48;-;114.56;89.40;39.65
Jun 13, 2025 5:00 PM;Jun 13, 2025 6:00 PM;35.90;59.13;63.10;35.90;32.65;39.28;68.90;57.67;38.37;106.55;32.78;48.66;126.56;-;114.56;114.56;87.09
Jun 13, 2025 6:00 PM;Jun 13, 2025 7:00 PM;80.04;85.46;110.00;77.57;77.08;61.37;95.00;64.25;83.68;116.79;77.63;80.03;96.62;-;122.36;81.56;87.17
Jun 13, 2025 7:00 PM;Jun 13, 2025 8:00 PM;108.90;110.88;139.68;100.00;101.44;90.40;122.39;67.50;121.94;152.90;101.76;99.10;122.55;-;135.00;135.00;138.14
Jun 13, 2025 8:00 PM;Jun 13, 2025 9:00 PM;111.19;128.22;135.67;109.20;109.21;105.47;123.00;70.90;147.23;244.90;108.58;108.42;147.83;-;147.23;156.41;174.42
Jun 13, 2025 9:00 PM;Jun 13, 2025 10:00 PM;94.90;111.49;114.00;93.29;93.29;97.33;121.00;72.01;120.29;197.19;92.59;100.39;125.00;-;129.96;131.65;150.52
Jun 13, 2025 10:00 PM;Jun 13, 2025 11:00 PM;90.00;94.32;97.80;78.77;78.78;97.18;108.60;71.49;106.91;124.01;75.76;88.79;109.48;-;115.74;115.74;132.12
Jun 13, 2025 11:00 PM;Jun 14, 2025 12:00 AM;71.30;80.86;81.01;70.41;70.41;79.22;93.90;68.62;86.97;106.01;69.56;78.56;84.80;-;115.16;115.16;113.36
Jun 14, 2025 12:00 AM;Jun 14, 2025 1:00 AM;73.99;87.75;88.81;73.99;74.00;82.10;96.00;70.62;100.31;126.98;72.17;64.79;115.50;-;125.00;104.05;110.76
Jun 14, 2025 1:00 AM;Jun 14, 2025 2:00 AM;71.20;75.42;85.44;71.20;71.20;64.79;78.50;68.70;84.18;113.23;41.68;60.21;90.51;-;120.00;87.07;93.07
Jun 14, 2025 2:00 AM;Jun 14, 2025 3:00 AM;66.15;69.09;86.43;66.15;66.15;37.16;91.10;64.25;80.00;105.72;8.15;62.56;92.35;-;116.10;81.97;89.96
Jun 14, 2025 3:00 AM;Jun 14, 2025 4:00 AM;66.88;69.22;100.43;66.88;66.88;29.71;83.21;64.03;78.09;105.72;7.94;60.89;97.62;-;107.97;79.37;83.36
Jun 14, 2025 4:00 AM;Jun 14, 2025 5:00 AM;68.06;65.61;92.00;68.06;68.06;25.46;96.00;62.37;71.29;106.55;3.00;59.48;69.49;-;108.00;71.38;70.28
Jun 14, 2025 5:00 AM;Jun 14, 2025 6:00 AM;64.52;64.58;103.77;64.52;64.52;26.73;97.50;46.36;64.08;117.09;2.11;59.10;64.57;-;107.92;64.08;64.32
Jun 14, 2025 6:00 AM;Jun 14, 2025 7:00 AM;54.68;57.36;98.51;54.68;54.68;24.97;84.00;44.18;50.96;108.16;3.68;53.93;53.24;-;112.25;50.90;52.20
Jun 14, 2025 7:00 AM;Jun 14, 2025 8:00 AM;20.30;42.46;63.81;20.30;17.67;21.11;85.89;39.95;23.15;113.94;4.78;54.44;21.97;-;120.03;22.67;22.19
Jun 14, 2025 8:00 AM;Jun 14, 2025 9:00 AM;7.74;16.06;15.07;7.74;4.27;12.76;24.00;32.57;8.16;44.46;4.27;15.08;8.28;-;118.00;8.72;8.38
Jun 14, 2025 9:00 AM;Jun 14, 2025 10:00 AM;0.00;2.37;0.00;0.00;0.86;0.00;0.00;14.39;0.00;0.00;0.87;9.91;0.00;-;113.14;0.00;0.00
Jun 14, 2025 10:00 AM;Jun 14, 2025 11:00 AM;-2.02;0.24;-0.58;-0.81;-0.77;-0.01;-0.81;12.37;-3.86;-2.05;-0.76;2.41;-2.45;-;104.20;-1.94;-2.68
Jun 14, 2025 11:00 AM;Jun 14, 2025 12:00 PM;-9.08;-4.95;-4.27;-5.10;-5.10;-2.37;-4.99;10.39;-15.14;-9.47;-5.12;-2.86;-10.45;-;97.10;-8.75;-10.36
Jun 14, 2025 12:00 PM;Jun 14, 2025 1:00 PM;-35.72;-17.96;-10.81;-14.56;-14.56;-0.58;-14.56;5.85;-52.74;-26.55;-14.63;-19.40;-35.00;-;98.10;-0.58;-23.34
Jun 14, 2025 1:00 PM;Jun 14, 2025 2:00 PM;-38.00;-21.90;-17.12;-19.50;-19.57;-4.90;-19.50;2.89;-51.80;-28.84;-19.66;-26.14;-36.75;-;88.70;-4.90;-25.64
Jun 14, 2025 2:00 PM;Jun 14, 2025 3:00 PM;-25.75;-21.03;-24.14;-21.40;-21.33;-23.48;-24.37;-0.01;-27.33;-24.34;-21.44;-17.56;-25.97;-;97.10;-23.48;-27.79
Jun 14, 2025 3:00 PM;Jun 14, 2025 4:00 PM;-6.70;-3.10;-6.70;-6.70;-3.36;-6.70;-6.70;22.63;-6.83;-6.47;-3.37;-3.11;-6.77;-;104.40;-6.68;-7.49
Jun 14, 2025 4:00 PM;Jun 14, 2025 5:00 PM;-0.37;4.18;-0.37;-0.37;0.00;-0.37;-0.37;47.07;-0.41;-0.26;0.00;1.43;-0.39;-;125.00;-0.31;-0.68
Jun 14, 2025 5:00 PM;Jun 14, 2025 6:00 PM;8.86;23.94;8.86;8.86;4.04;8.87;8.86;62.67;8.10;109.23;4.07;31.34;8.42;-;127.77;9.01;4.08
Jun 14, 2025 6:00 PM;Jun 14, 2025 7:00 PM;83.38;78.62;65.57;72.39;76.87;26.93;72.39;64.95;80.60;165.09;78.93;75.18;85.96;-;124.70;97.35;89.47
Jun 14, 2025 7:00 PM;Jun 14, 2025 8:00 PM;121.55;102.93;109.79;105.00;105.05;36.27;112.82;71.62;129.93;134.89;110.26;92.81;123.83;-;133.62;136.30;153.69
Jun 14, 2025 8:00 PM;Jun 14, 2025 9:00 PM;127.27;121.67;118.00;119.00;119.01;84.39;121.77;78.76;149.25;190.63;120.20;98.20;139.15;-;135.00;159.79;211.00
Jun 14, 2025 9:00 PM;Jun 14, 2025 10:00 PM;117.68;117.46;121.10;117.31;113.43;67.94;126.80;83.75;127.20;179.93;114.57;110.02;130.00;-;131.62;133.72;168.19
Jun 14, 2025 10:00 PM;Jun 14, 2025 11:00 PM;121.39;111.84;119.54;120.10;106.76;105.88;120.10;85.63;122.98;128.09;107.54;96.03;117.59;-;127.77;127.77;158.64
Jun 14, 2025 11:00 PM;Jun 15, 2025 12:00 AM;109.00;100.88;114.10;109.00;90.33;92.40;111.21;83.97;104.99;116.95;91.08;86.03;109.61;-;119.39;119.39;112.08
Jun 15, 2025 12:00 AM;Jun 15, 2025 1:00 AM;91.93;85.86;95.76;91.93;82.56;51.35;97.10;77.23;91.93;92.54;83.04;89.10;91.93;-;127.00;92.05;92.06
Jun 15, 2025 1:00 AM;Jun 15, 2025 2:00 AM;88.87;82.10;99.40;88.87;78.76;28.31;99.40;74.66;86.93;92.80;79.17;86.92;87.92;-;130.00;86.98;87.92
Jun 15, 2025 2:00 AM;Jun 15, 2025 3:00 AM;87.23;81.25;93.18;87.23;77.89;26.87;95.10;74.42;85.32;102.41;78.28;86.78;86.24;-;131.58;85.32;86.24
Jun 15, 2025 3:00 AM;Jun 15, 2025 4:00 AM;90.94;82.39;92.54;90.94;90.94;21.88;94.86;73.36;86.90;102.50;77.12;85.54;89.75;-;128.40;86.69;88.33
Jun 15, 2025 4:00 AM;Jun 15, 2025 5:00 AM;91.99;81.05;91.99;91.99;91.99;18.78;94.35;70.59;89.54;91.63;74.42;84.89;91.34;-;125.00;89.46;90.48
Jun 15, 2025 5:00 AM;Jun 15, 2025 6:00 AM;92.15;80.41;92.15;92.15;92.16;17.86;94.38;67.30;89.99;91.78;70.52;84.63;91.58;-;125.00;89.96;91.00
Jun 15, 2025 6:00 AM;Jun 15, 2025 7:00 AM;84.99;73.38;84.66;84.99;84.99;18.47;89.10;64.48;79.21;85.59;57.67;74.91;83.13;-;113.05;78.84;81.18
Jun 15, 2025 7:00 AM;Jun 15, 2025 8:00 AM;66.21;55.63;71.55;66.21;66.21;15.13;73.00;63.25;59.04;63.89;5.26;64.77;63.59;-;105.00;58.28;60.48
Jun 15, 2025 8:00 AM;Jun 15, 2025 9:00 AM;53.86;35.72;63.79;53.86;53.86;8.97;53.86;61.28;5.00;22.35;5.18;44.07;20.71;-;97.10;8.97;8.01
Jun 15, 2025 9:00 AM;Jun 15, 2025 10:00 AM;5.55;8.37;6.24;5.55;4.61;4.55;5.55;43.59;-1.01;-0.77;4.50;17.65;1.61;-;97.10;0.76;0.10
Jun 15, 2025 10:00 AM;Jun 15, 2025 11:00 AM;0.00;4.04;0.00;0.00;0.94;0.00;0.00;32.50;0.00;0.00;0.94;10.08;0.00;-;78.00;0.00;0.00
Jun 15, 2025 11:00 AM;Jun 15, 2025 12:00 PM;-0.02;0.94;-0.02;-0.02;-0.02;-0.02;-0.02;7.23;-0.02;-0.02;-0.02;3.27;-0.02;-;89.07;-0.02;-0.02
Jun 15, 2025 12:00 PM;Jun 15, 2025 1:00 PM;-1.22;-0.96;-1.23;-1.22;-1.22;-1.21;-1.24;0.65;-1.53;-1.39;-1.23;0.49;-1.41;-;96.00;-1.33;-1.54
Jun 15, 2025 1:00 PM;Jun 15, 2025 2:00 PM;-5.61;-5.38;-5.62;-5.61;-5.61;-5.60;-5.63;-3.09;-5.85;-5.74;-5.66;-5.01;-5.75;-;90.50;-5.69;-5.85
Jun 15, 2025 2:00 PM;Jun 15, 2025 3:00 PM;-5.00;-3.88;-5.00;-3.28;-3.36;-5.00;-5.00;-0.64;-5.00;-5.00;-3.38;-2.01;-5.00;-;97.10;-5.00;-5.00
Jun 15, 2025 3:00 PM;Jun 15, 2025 4:00 PM;-2.00;-0.77;-2.00;-1.08;-0.54;-2.00;-2.00;1.16;-2.00;-2.00;-0.54;4.50;-2.00;-;101.00;-2.00;-2.00
Jun 15, 2025 4:00 PM;Jun 15, 2025 5:00 PM;-0.01;5.31;-0.01;-0.01;2.28;-0.01;-0.01;40.87;-0.01;-0.01;2.28;13.07;-0.01;-;114.56;-0.01;-0.01
Jun 15, 2025 5:00 PM;Jun 15, 2025 6:00 PM;54.79;49.93;38.02;54.79;51.07;-0.01;45.02;62.15;55.15;78.39;51.20;55.78;57.66;-;113.05;66.84;60.69
Jun 15, 2025 6:00 PM;Jun 15, 2025 7:00 PM;96.43;90.15;81.46;96.43;96.42;12.37;86.67;70.71;91.97;170.82;95.24;89.62;99.89;-;120.00;114.77;104.43
Jun 15, 2025 7:00 PM;Jun 15, 2025 8:00 PM;109.00;100.40;97.64;109.00;109.02;19.29;101.48;83.36;122.97;130.06;109.60;105.14;116.85;-;136.00;136.00;137.18
Jun 15, 2025 8:00 PM;Jun 15, 2025 9:00 PM;114.59;118.13;122.60;114.59;114.60;33.96;125.00;99.09;142.18;192.26;115.13;104.15;135.82;-;142.97;148.79;161.83
Jun 15, 2025 9:00 PM;Jun 15, 2025 10:00 PM;135.43;124.83;137.25;135.43;135.43;39.96;140.32;121.99;135.95;153.83;132.39;102.20;138.40;-;137.75;137.75;147.43
Jun 15, 2025 10:00 PM;Jun 15, 2025 11:00 PM;127.63;119.88;134.00;127.63;127.63;61.70;135.62;94.02;128.29;132.42;126.48;101.18;149.75;-;133.23;133.23;135.90
Jun 15, 2025 11:00 PM;Jun 16, 2025 12:00 AM;106.54;99.14;109.90;106.54;106.54;53.03;106.54;89.84;97.11;108.58;104.02;98.19;110.23;-;124.00;124.00;111.54
Jun 16, 2025 12:00 AM;Jun 16, 2025 1:00 AM;105.72;96.11;136.66;105.72;105.72;24.99;117.10;83.07;103.75;104.63;81.73;89.60;104.25;-;121.30;104.13;104.18
Jun 16, 2025 1:00 AM;Jun 16, 2025 2:00 AM;91.64;84.27;110.00;91.64;90.29;19.96;97.79;79.28;91.90;91.47;77.89;85.39;91.34;-;119.13;92.30;91.76
Jun 16, 2025 2:00 AM;Jun 16, 2025 3:00 AM;86.94;79.15;95.16;86.94;86.94;16.58;97.57;75.40;83.13;87.36;74.56;81.90;85.14;-;110.48;88.06;87.02
Jun 16, 2025 3:00 AM;Jun 16, 2025 4:00 AM;84.00;76.36;85.90;84.00;76.22;13.27;84.00;78.03;86.09;87.57;76.46;83.56;84.83;-;116.03;86.46;85.55
