Start date;End date;Germany/Luxembourg [€/MWh] Original resolutions;∅ DE/LU neighbours [€/MWh] Original resolutions;Belgium [€/MWh] Original resolutions;Denmark 1 [€/MWh] Original resolutions;Denmark 2 [€/MWh] Original resolutions;France [€/MWh] Original resolutions;Netherlands [€/MWh] Original resolutions;Norway 2 [€/MWh] Original resolutions;Austria [€/MWh] Original resolutions;Poland [€/MWh] Original resolutions;Sweden 4 [€/MWh] Original resolutions;Switzerland [€/MWh] Original resolutions;Czech Republic [€/MWh] Original resolutions;DE/AT/LU [€/MWh] Original resolutions;Northern Italy [€/MWh] Calculated resolutions;Slovenia [€/MWh] Original resolutions;Hungary [€/MWh] Original resolutions
Apr 1, 2025 3:00 PM;Apr 1, 2025 4:00 PM;26.70;41.81;-0.07;26.70;34.58;-0.07;-3.00;48.22;81.10;99.64;32.77;98.20;41.86;-;105.82;60.83;57.01
Apr 1, 2025 4:00 PM;Apr 1, 2025 5:00 PM;65.23;63.58;36.49;65.23;57.33;-0.01;41.10;51.59;99.44;107.54;57.48;105.67;77.51;-;107.30;93.50;88.99
Apr 1, 2025 5:00 PM;Apr 1, 2025 6:00 PM;82.80;78.02;61.81;82.80;82.80;-0.01;68.67;55.39;102.35;130.13;68.55;117.90;87.79;-;117.00;102.86;103.22
Apr 1, 2025 6:00 PM;Apr 1, 2025 7:00 PM;122.39;107.25;96.21;122.39;122.38;17.90;105.78;76.50;132.80;128.96;119.36;130.61;126.85;-;132.80;137.57;144.32
Apr 1, 2025 7:00 PM;Apr 1, 2025 8:00 PM;155.72;135.47;130.80;155.72;155.73;53.71;139.72;66.09;161.81;162.60;152.02;150.25;161.74;-;157.44;169.22;171.76
Apr 1, 2025 8:00 PM;Apr 1, 2025 9:00 PM;138.00;126.20;127.45;138.00;138.01;94.70;131.18;64.29;142.21;140.19;134.72;137.08;140.40;-;142.21;142.76;141.96
Apr 1, 2025 9:00 PM;Apr 1, 2025 10:00 PM;110.90;105.08;100.89;110.90;110.91;69.80;104.26;80.09;115.00;112.72;108.15;130.05;113.10;-;129.10;115.87;114.42
Apr 1, 2025 10:00 PM;Apr 1, 2025 11:00 PM;95.64;93.49;91.06;95.64;95.65;75.73;92.67;68.42;97.69;103.15;85.71;126.01;96.67;-;118.51;98.25;98.08
Apr 1, 2025 11:00 PM;Apr 2, 2025 12:00 AM;79.45;79.49;77.04;79.45;79.45;58.44;77.65;57.38;81.08;100.44;66.20;116.99;80.29;-;118.47;81.42;80.83
Apr 2, 2025 12:00 AM;Apr 2, 2025 1:00 AM;68.06;71.17;64.80;68.06;68.07;38.11;65.63;54.68;70.34;108.92;66.42;108.59;69.27;-;111.97;70.88;70.04
Apr 2, 2025 1:00 AM;Apr 2, 2025 2:00 AM;66.93;68.63;61.73;66.93;66.94;26.34;63.04;53.81;70.26;107.48;65.34;104.35;68.67;-;106.23;70.95;69.76
Apr 2, 2025 2:00 AM;Apr 2, 2025 3:00 AM;66.80;67.91;61.40;66.80;66.81;26.10;62.75;53.70;70.20;101.39;65.19;104.11;68.58;-;106.23;70.90;69.68
Apr 2, 2025 3:00 AM;Apr 2, 2025 4:00 AM;67.97;68.14;61.98;67.97;67.97;20.00;63.52;54.24;71.89;101.21;66.25;104.46;70.01;-;103.50;72.70;71.29
Apr 2, 2025 4:00 AM;Apr 2, 2025 5:00 AM;68.90;69.29;62.50;68.90;68.91;20.00;64.13;54.88;72.65;108.05;67.14;103.96;71.02;-;105.00;73.77;72.33
Apr 2, 2025 5:00 AM;Apr 2, 2025 6:00 AM;82.18;77.96;76.06;82.18;82.18;26.34;77.41;57.92;86.52;105.07;70.97;108.51;84.43;-;111.10;87.43;85.86
Apr 2, 2025 6:00 AM;Apr 2, 2025 7:00 AM;113.84;104.07;105.69;113.84;113.05;39.87;107.62;69.82;120.14;119.57;111.10;126.57;117.50;-;129.60;121.65;119.88
Apr 2, 2025 7:00 AM;Apr 2, 2025 8:00 AM;150.31;142.68;143.56;150.31;151.11;90.08;145.00;131.79;154.67;152.45;151.59;146.10;152.77;-;155.90;155.90;154.60
Apr 2, 2025 8:00 AM;Apr 2, 2025 9:00 AM;124.70;122.40;122.48;124.70;124.71;104.90;122.96;108.77;126.19;125.33;125.10;135.79;125.47;-;147.88;126.57;125.94
Apr 2, 2025 9:00 AM;Apr 2, 2025 10:00 AM;84.74;80.25;77.19;84.74;81.92;54.33;79.70;59.37;85.96;84.45;68.07;121.59;85.45;-;136.57;87.19;85.96
Apr 2, 2025 10:00 AM;Apr 2, 2025 11:00 AM;48.38;52.45;40.87;48.38;48.20;21.15;41.35;51.60;70.04;41.89;47.39;104.87;61.22;-;124.01;67.83;66.26
Apr 2, 2025 11:00 AM;Apr 2, 2025 12:00 PM;0.00;19.74;-2.63;0.00;0.18;0.89;-9.90;48.63;70.04;-33.95;0.24;104.22;39.44;-;121.08;51.80;51.17
Apr 2, 2025 12:00 PM;Apr 2, 2025 1:00 PM;-4.92;15.79;-14.47;-2.47;-2.11;0.00;-30.00;44.14;76.51;-21.56;-1.97;94.48;31.11;-;100.87;51.32;48.87
Apr 2, 2025 1:00 PM;Apr 2, 2025 2:00 PM;-20.06;10.17;-50.00;-2.18;-2.18;0.00;-50.00;36.70;86.20;-17.43;-2.07;93.73;19.09;-;100.00;51.79;45.98
Apr 2, 2025 2:00 PM;Apr 2, 2025 3:00 PM;-21.02;9.15;-61.94;-2.19;-1.64;-0.01;-54.00;26.95;90.15;-7.80;-1.56;95.71;17.03;-;100.00;53.69;45.60
Apr 2, 2025 3:00 PM;Apr 2, 2025 4:00 PM;-10.00;13.93;-48.19;-1.61;-1.38;-0.02;-48.01;27.90;104.56;-11.56;-1.29;104.24;28.63;-;105.80;72.37;69.54
Apr 2, 2025 4:00 PM;Apr 2, 2025 5:00 PM;-1.73;25.30;-24.25;-0.45;-0.03;-0.01;-25.37;38.35;100.07;16.94;0.12;104.78;68.17;-;111.10;82.67;84.09
Apr 2, 2025 5:00 PM;Apr 2, 2025 6:00 PM;15.37;47.84;0.32;15.37;35.81;0.04;-0.01;47.71;114.93;93.13;33.99;116.50;68.49;-;117.03;106.06;106.69
Apr 2, 2025 6:00 PM;Apr 2, 2025 7:00 PM;88.84;82.54;69.78;88.84;67.96;7.96;76.58;54.63;109.96;129.51;67.95;129.74;105.00;-;129.75;114.36;117.74
Apr 2, 2025 7:00 PM;Apr 2, 2025 8:00 PM;125.35;116.31;108.40;125.35;124.05;36.08;114.00;58.37;144.91;166.84;113.06;147.08;141.27;-;157.73;149.88;153.04
Apr 2, 2025 8:00 PM;Apr 2, 2025 9:00 PM;114.00;106.93;103.04;114.00;114.00;53.11;114.00;58.09;130.06;146.74;79.66;136.47;127.01;-;149.35;133.59;134.85
Apr 2, 2025 9:00 PM;Apr 2, 2025 10:00 PM;96.07;91.05;86.88;96.07;96.08;49.23;96.07;57.53;109.97;108.25;70.73;127.09;103.68;-;130.95;109.52;108.41
Apr 2, 2025 10:00 PM;Apr 2, 2025 11:00 PM;82.63;79.77;74.80;82.63;82.64;32.95;82.63;55.88;89.07;100.93;68.68;121.50;85.81;-;126.74;90.70;89.83
Apr 2, 2025 11:00 PM;Apr 3, 2025 12:00 AM;71.43;73.73;66.50;71.43;71.43;34.92;71.43;54.10;75.64;107.25;66.44;118.30;73.64;-;120.74;76.39;74.93
Apr 3, 2025 12:00 AM;Apr 3, 2025 1:00 AM;67.00;71.23;60.46;67.00;67.01;39.99;62.83;54.21;70.98;107.69;65.38;119.47;68.47;-;120.36;72.49;72.78
Apr 3, 2025 1:00 AM;Apr 3, 2025 2:00 AM;67.00;67.68;55.32;67.00;67.01;19.07;59.20;53.93;73.07;103.00;65.38;111.79;69.66;-;111.80;76.15;76.15
Apr 3, 2025 2:00 AM;Apr 3, 2025 3:00 AM;67.00;66.77;54.55;67.00;67.01;16.32;58.70;53.39;70.08;103.78;65.32;109.80;68.55;-;110.00;72.52;72.01
Apr 3, 2025 3:00 AM;Apr 3, 2025 4:00 AM;68.95;67.47;54.81;68.95;68.96;12.27;59.49;54.73;70.93;105.87;67.19;108.54;70.40;-;109.47;73.56;71.58
Apr 3, 2025 4:00 AM;Apr 3, 2025 5:00 AM;71.00;68.81;55.40;71.00;71.01;9.07;61.36;55.76;74.70;109.66;69.18;105.91;73.84;-;109.55;78.95;78.95
Apr 3, 2025 5:00 AM;Apr 3, 2025 6:00 AM;86.22;80.59;68.72;86.22;86.22;14.25;75.00;57.04;98.59;107.69;84.04;112.91;95.81;-;113.52;102.01;102.82
Apr 3, 2025 6:00 AM;Apr 3, 2025 7:00 AM;129.71;116.05;112.68;129.71;129.72;59.77;118.90;62.01;134.86;137.43;126.49;130.21;134.77;-;141.87;140.06;142.47
Apr 3, 2025 7:00 AM;Apr 3, 2025 8:00 AM;162.77;151.14;148.94;162.77;162.79;107.56;153.81;116.98;164.96;164.31;158.67;156.77;165.00;-;167.30;167.30;165.50
Apr 3, 2025 8:00 AM;Apr 3, 2025 9:00 AM;133.30;127.63;133.30;133.30;133.30;133.30;133.30;90.40;133.30;133.30;109.37;137.79;133.30;-;149.50;133.30;133.30
Apr 3, 2025 9:00 AM;Apr 3, 2025 10:00 AM;79.11;80.86;79.11;79.11;78.88;79.11;79.11;57.69;79.11;79.11;69.13;130.02;79.11;-;128.00;79.11;79.11
Apr 3, 2025 10:00 AM;Apr 3, 2025 11:00 AM;40.47;45.57;37.12;40.47;40.63;28.96;37.37;50.25;41.64;40.90;39.00;103.90;41.00;-;116.02;41.75;41.32
Apr 3, 2025 11:00 AM;Apr 3, 2025 12:00 PM;-0.16;8.41;-0.09;-0.16;-0.10;0.04;-0.16;44.93;1.00;-3.69;-0.17;50.68;0.19;-;103.09;1.56;2.74
Apr 3, 2025 12:00 PM;Apr 3, 2025 1:00 PM;-1.19;7.58;-2.61;-1.19;-1.19;-0.01;-2.00;40.04;0.28;-1.46;-1.31;53.77;-0.95;-;55.00;-0.08;-0.07
Apr 3, 2025 1:00 PM;Apr 3, 2025 2:00 PM;-8.40;-1.64;-19.32;-8.40;-8.39;-0.01;-14.60;32.03;-1.93;-8.11;-8.25;26.11;-7.15;-;54.88;-3.24;-4.26
Apr 3, 2025 2:00 PM;Apr 3, 2025 3:00 PM;-5.85;0.24;-13.32;-5.85;-5.56;-0.01;-9.82;25.30;0.01;-5.38;-5.48;27.74;-5.04;-;75.00;-1.28;-2.64
Apr 3, 2025 3:00 PM;Apr 3, 2025 4:00 PM;-0.27;5.06;-0.49;-0.27;-0.27;-0.01;-1.59;30.29;5.85;-0.58;-0.43;21.97;1.15;-;104.30;4.19;3.98
Apr 3, 2025 4:00 PM;Apr 3, 2025 5:00 PM;16.09;32.92;7.56;16.09;20.76;1.87;0.08;44.39;49.41;89.91;19.06;87.06;25.91;-;111.10;43.01;43.24
Apr 3, 2025 5:00 PM;Apr 3, 2025 6:00 PM;75.00;78.36;65.95;75.00;75.00;36.50;68.83;51.52;85.87;152.59;60.19;111.54;79.02;-;111.10;89.08;93.33
Apr 3, 2025 6:00 PM;Apr 3, 2025 7:00 PM;138.00;117.43;126.31;130.36;133.02;88.81;130.36;55.05;140.67;142.82;66.03;137.01;141.28;-;134.75;144.93;147.42
Apr 3, 2025 7:00 PM;Apr 3, 2025 8:00 PM;163.48;151.82;158.43;160.91;163.49;134.65;160.91;56.19;184.55;225.11;68.65;173.14;184.01;-;173.47;189.53;196.21
Apr 3, 2025 8:00 PM;Apr 3, 2025 9:00 PM;155.88;144.76;150.99;153.31;155.89;128.86;153.31;56.57;174.91;211.26;69.16;163.71;174.44;-;176.85;179.41;185.32
Apr 3, 2025 9:00 PM;Apr 3, 2025 10:00 PM;137.03;118.17;128.00;137.03;137.03;90.49;131.47;54.62;140.00;141.41;64.22;135.67;139.91;-;143.06;143.06;144.40
Apr 3, 2025 10:00 PM;Apr 3, 2025 11:00 PM;113.21;102.04;110.71;113.21;113.21;88.71;111.37;51.84;115.22;115.24;58.32;130.08;114.52;-;137.07;115.84;115.48
Apr 3, 2025 11:00 PM;Apr 4, 2025 12:00 AM;104.63;91.48;102.03;102.68;104.59;79.97;102.68;50.81;106.39;105.61;35.07;110.80;105.62;-;130.00;106.92;106.39
Apr 4, 2025 12:00 AM;Apr 4, 2025 1:00 AM;108.34;92.93;103.78;104.97;108.33;64.08;104.97;49.28;110.39;109.71;42.55;114.22;110.00;-;116.00;111.88;110.88
Apr 4, 2025 1:00 AM;Apr 4, 2025 2:00 AM;103.04;86.88;97.78;99.90;103.01;51.65;98.88;48.78;104.97;104.58;32.07;109.19;104.92;-;109.70;107.00;105.89
Apr 4, 2025 2:00 AM;Apr 4, 2025 3:00 AM;102.89;86.87;98.87;101.57;102.87;41.53;98.87;48.64;106.76;104.75;41.13;105.43;105.10;-;107.84;107.84;106.38
Apr 4, 2025 3:00 AM;Apr 4, 2025 4:00 AM;103.61;87.65;97.75;103.61;103.60;46.78;98.95;48.98;106.76;105.02;45.22;102.10;105.33;-;107.92;107.92;106.44
Apr 4, 2025 4:00 AM;Apr 4, 2025 5:00 AM;105.95;88.08;98.71;100.30;100.30;35.74;100.30;49.97;108.46;107.99;53.49;105.19;108.46;-;111.10;111.29;109.77
Apr 4, 2025 5:00 AM;Apr 4, 2025 6:00 AM;112.55;92.52;103.43;105.37;105.37;23.46;105.37;52.37;115.10;113.89;62.39;116.62;114.30;-;117.92;117.92;115.69
Apr 4, 2025 6:00 AM;Apr 4, 2025 7:00 AM;152.67;121.69;127.07;135.16;152.68;42.80;135.16;58.15;153.05;154.02;71.23;154.50;154.79;-;153.05;160.16;156.69
Apr 4, 2025 7:00 AM;Apr 4, 2025 8:00 AM;180.17;160.30;159.92;164.16;180.16;81.91;166.83;122.63;180.17;181.59;162.84;180.85;182.25;-;181.00;186.93;183.95
Apr 4, 2025 8:00 AM;Apr 4, 2025 9:00 AM;139.40;125.72;136.63;139.40;139.41;100.14;136.73;72.29;142.34;140.55;80.91;153.78;140.78;-;144.00;142.69;141.60
Apr 4, 2025 9:00 AM;Apr 4, 2025 10:00 AM;95.68;88.27;94.41;95.68;95.68;80.30;94.48;54.73;96.85;96.16;62.96;103.51;96.23;-;115.33;97.00;96.56
Apr 4, 2025 10:00 AM;Apr 4, 2025 11:00 AM;65.00;61.62;58.91;65.00;58.24;39.88;60.91;50.44;65.00;64.96;58.06;91.28;65.17;-;112.00;66.39;65.17
Apr 4, 2025 11:00 AM;Apr 4, 2025 12:00 PM;7.82;17.10;7.82;7.82;14.55;7.82;7.82;46.20;7.82;7.82;13.39;59.24;7.82;-;99.46;7.82;7.82
Apr 4, 2025 12:00 PM;Apr 4, 2025 1:00 PM;0.00;3.96;0.00;0.00;0.02;0.00;0.00;44.54;0.00;0.00;-0.06;-0.92;0.00;-;65.00;0.00;0.00
Apr 4, 2025 1:00 PM;Apr 4, 2025 2:00 PM;-1.31;1.92;-3.15;-1.31;-1.31;-0.01;-2.27;37.42;-0.99;-1.27;-1.29;-3.54;-1.13;-;49.83;-0.92;-1.04
Apr 4, 2025 2:00 PM;Apr 4, 2025 3:00 PM;-1.21;2.31;-2.90;-1.21;-1.15;-0.02;-2.14;39.61;-0.91;-1.14;-1.14;-2.52;-1.07;-;65.00;-0.83;-1.00
Apr 4, 2025 3:00 PM;Apr 4, 2025 4:00 PM;-0.13;4.39;-0.08;-0.13;1.61;-0.01;-0.11;39.48;0.97;-0.81;1.45;5.95;-0.05;-;85.00;0.80;0.96
Apr 4, 2025 4:00 PM;Apr 4, 2025 5:00 PM;29.70;34.30;22.52;25.01;33.22;0.00;24.78;48.23;37.18;70.62;30.78;53.86;31.05;-;95.64;37.43;33.95
Apr 4, 2025 5:00 PM;Apr 4, 2025 6:00 PM;79.87;71.07;65.69;70.50;70.50;19.50;70.73;50.32;86.64;112.93;54.11;100.99;79.84;-;109.67;109.67;109.67
Apr 4, 2025 6:00 PM;Apr 4, 2025 7:00 PM;126.35;100.58;103.22;111.03;111.03;32.83;111.03;56.06;126.35;128.19;64.32;133.66;128.71;-;130.00;133.35;131.16
Apr 4, 2025 7:00 PM;Apr 4, 2025 8:00 PM;167.64;133.07;132.66;132.99;132.99;54.23;132.99;56.71;177.87;172.74;133.06;164.92;172.61;-;163.79;179.99;178.78
Apr 4, 2025 8:00 PM;Apr 4, 2025 9:00 PM;155.99;127.60;131.00;137.92;137.92;52.33;140.06;56.17;159.72;161.00;124.11;143.70;159.72;-;159.72;167.05;169.59
Apr 4, 2025 9:00 PM;Apr 4, 2025 10:00 PM;120.67;99.18;104.32;111.14;111.14;50.02;109.00;51.40;127.06;122.14;54.75;129.69;120.30;-;133.66;133.66;137.76
Apr 4, 2025 10:00 PM;Apr 4, 2025 11:00 PM;106.15;90.65;93.38;98.10;98.10;51.40;98.10;50.44;119.30;105.24;53.52;126.30;103.31;-;127.22;127.22;137.16
Apr 4, 2025 11:00 PM;Apr 5, 2025 12:00 AM;96.97;84.18;87.65;91.06;91.06;56.82;91.06;49.12;102.97;97.11;49.97;112.18;96.97;-;121.00;111.11;111.71
Apr 5, 2025 12:00 AM;Apr 5, 2025 1:00 AM;109.23;87.96;94.26;99.21;99.20;48.64;98.80;50.44;115.52;110.68;37.84;103.79;109.19;-;125.00;124.44;124.51
Apr 5, 2025 1:00 AM;Apr 5, 2025 2:00 AM;102.76;84.45;90.57;94.27;94.27;54.03;94.27;50.44;108.85;103.78;32.55;103.04;102.92;-;111.58;111.58;112.80
Apr 5, 2025 2:00 AM;Apr 5, 2025 3:00 AM;99.39;81.04;89.68;92.43;92.42;37.30;92.43;50.30;105.63;100.67;27.75;102.88;99.91;-;108.68;108.68;109.15
Apr 5, 2025 3:00 AM;Apr 5, 2025 4:00 AM;99.40;78.95;90.48;92.15;92.15;20.67;92.15;50.21;106.31;100.99;20.77;102.09;100.48;-;108.34;108.34;108.34
Apr 5, 2025 4:00 AM;Apr 5, 2025 5:00 AM;98.31;78.29;88.75;90.38;90.37;13.20;90.38;50.21;105.76;100.01;31.18;101.46;99.46;-;107.94;107.94;107.94
Apr 5, 2025 5:00 AM;Apr 5, 2025 6:00 AM;97.50;77.98;86.93;89.31;89.30;16.40;89.31;50.12;105.37;99.08;32.34;101.35;98.29;-;107.88;107.88;108.70
Apr 5, 2025 6:00 AM;Apr 5, 2025 7:00 AM;102.98;81.75;87.65;92.49;92.48;25.96;92.49;48.39;111.07;105.20;38.31;101.54;103.63;-;123.42;120.44;120.58
Apr 5, 2025 7:00 AM;Apr 5, 2025 8:00 AM;105.90;83.90;96.92;98.60;98.60;23.43;98.60;50.13;113.46;107.81;32.24;95.90;107.23;-;131.02;117.06;116.95
Apr 5, 2025 8:00 AM;Apr 5, 2025 9:00 AM;98.30;77.56;93.48;98.30;90.26;29.10;93.75;47.74;102.96;100.17;14.10;82.84;100.41;-;125.09;104.00;102.00
Apr 5, 2025 9:00 AM;Apr 5, 2025 10:00 AM;57.16;45.39;55.53;57.16;4.68;42.50;55.85;46.21;57.70;57.39;4.82;60.05;57.45;-;105.10;58.18;57.74
Apr 5, 2025 10:00 AM;Apr 5, 2025 11:00 AM;0.66;4.51;0.66;0.66;0.43;0.66;0.66;44.93;0.66;0.66;0.67;-1.00;0.66;-;83.50;0.66;0.66
Apr 5, 2025 11:00 AM;Apr 5, 2025 12:00 PM;-0.94;1.81;-0.72;-0.94;-1.32;-0.13;-2.00;35.07;-0.76;-0.87;-1.10;-6.50;-0.85;-;68.44;-0.76;-0.81
Apr 5, 2025 12:00 PM;Apr 5, 2025 1:00 PM;-24.09;-14.42;-14.65;-24.09;-4.35;-0.30;-60.00;38.96;-18.04;-21.66;-4.10;-29.40;-21.04;-;33.00;-18.05;-20.29
Apr 5, 2025 1:00 PM;Apr 5, 2025 2:00 PM;-47.73;-31.65;-60.72;-10.74;-6.32;-38.53;-54.71;29.94;-44.65;-49.02;-6.10;-59.98;-47.34;-;50.33;-42.75;-46.67
Apr 5, 2025 2:00 PM;Apr 5, 2025 3:00 PM;-49.10;-32.80;-55.80;-10.75;-5.92;-44.02;-52.88;21.74;-46.59;-51.49;-5.75;-59.96;-49.39;-;60.00;-44.02;-48.88
Apr 5, 2025 3:00 PM;Apr 5, 2025 4:00 PM;-29.91;-20.01;-29.91;-20.83;-5.31;-29.89;-29.90;23.12;-29.89;-29.19;-5.14;-33.18;-29.98;-;90.37;-29.67;-32.56
Apr 5, 2025 4:00 PM;Apr 5, 2025 5:00 PM;-4.30;0.14;-4.24;-4.30;-1.37;-4.17;-4.23;34.97;-4.17;-0.73;-1.16;-5.77;-3.31;-;84.50;-0.67;6.84
Apr 5, 2025 5:00 PM;Apr 5, 2025 6:00 PM;0.00;8.12;0.15;0.00;3.95;0.10;0.27;45.30;0.10;18.20;4.04;12.03;5.16;-;105.97;15.27;53.34
Apr 5, 2025 6:00 PM;Apr 5, 2025 7:00 PM;70.00;64.37;61.62;70.00;53.68;35.20;64.51;50.17;65.10;76.79;54.58;103.69;72.68;-;125.09;77.72;90.35
Apr 5, 2025 7:00 PM;Apr 5, 2025 8:00 PM;99.40;86.78;91.08;99.40;98.94;46.49;98.30;52.33;93.70;109.45;58.84;110.25;95.83;-;136.77;129.10;167.86
Apr 5, 2025 8:00 PM;Apr 5, 2025 9:00 PM;98.90;93.64;99.04;98.90;98.91;95.61;100.00;55.74;109.92;101.66;61.81;119.47;89.00;-;138.24;120.80;139.02
Apr 5, 2025 9:00 PM;Apr 5, 2025 10:00 PM;84.25;82.76;84.60;84.25;84.26;85.23;84.36;53.11;90.41;84.26;64.10;116.80;78.93;-;129.91;94.92;103.34
Apr 5, 2025 10:00 PM;Apr 5, 2025 11:00 PM;78.99;77.98;78.99;78.99;79.00;78.99;78.99;52.70;78.99;78.99;61.43;111.77;78.99;-;123.26;78.99;78.99
Apr 5, 2025 11:00 PM;Apr 6, 2025 12:00 AM;68.75;69.50;68.75;68.75;68.75;68.75;68.75;53.03;68.75;68.75;54.14;107.35;68.75;-;118.67;68.75;68.75
Apr 6, 2025 12:00 AM;Apr 6, 2025 1:00 AM;70.45;70.25;70.45;70.45;70.47;70.45;70.45;51.36;70.45;70.45;54.98;102.80;70.45;-;103.02;70.45;70.45
Apr 6, 2025 1:00 AM;Apr 6, 2025 2:00 AM;61.00;61.98;59.86;61.00;61.01;46.21;61.00;51.59;62.30;61.37;57.25;98.50;61.66;-;97.15;62.62;62.09
Apr 6, 2025 2:00 AM;Apr 6, 2025 3:00 AM;62.72;61.33;59.63;62.72;62.73;35.01;60.22;51.32;64.46;62.50;57.36;95.16;63.51;-;92.57;64.98;64.11
Apr 6, 2025 3:00 AM;Apr 6, 2025 4:00 AM;68.28;63.49;63.64;68.28;68.29;27.01;64.53;51.04;70.88;67.76;54.94;92.54;69.45;-;88.54;71.65;70.32
Apr 6, 2025 4:00 AM;Apr 6, 2025 5:00 AM;69.95;64.02;65.00;69.95;69.96;25.50;65.91;50.90;72.45;70.97;52.65;89.72;71.21;-;90.08;73.52;72.26
Apr 6, 2025 5:00 AM;Apr 6, 2025 6:00 AM;77.43;69.49;71.71;77.43;77.44;25.57;72.78;51.09;80.72;77.89;57.73;93.11;78.88;-;90.08;81.69;80.07
Apr 6, 2025 6:00 AM;Apr 6, 2025 7:00 AM;76.54;69.67;73.17;76.54;76.54;26.51;73.39;51.16;79.75;77.98;58.97;94.15;78.18;-;100.13;80.67;79.36
Apr 6, 2025 7:00 AM;Apr 6, 2025 8:00 AM;78.11;68.39;74.80;78.11;69.60;28.87;75.00;50.42;81.29;79.56;68.59;66.34;79.73;-;111.02;82.20;80.90
Apr 6, 2025 8:00 AM;Apr 6, 2025 9:00 AM;41.79;38.58;40.09;41.79;43.04;26.25;40.52;41.13;42.87;42.38;43.94;19.97;42.41;-;116.10;43.04;43.00
Apr 6, 2025 9:00 AM;Apr 6, 2025 10:00 AM;0.10;4.21;0.10;0.10;3.80;0.10;0.10;41.01;0.10;0.10;3.76;-2.99;0.10;-;118.09;0.10;0.10
