Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jun 12, 2025 8:00 PM;Jun 12, 2025 9:00 PM;55,253.00;55,253.00;0.00;32,779.00
Jun 12, 2025 9:00 PM;Jun 12, 2025 10:00 PM;53,683.00;53,741.75;58.75;28,830.25
Jun 12, 2025 10:00 PM;Jun 12, 2025 11:00 PM;51,923.50;52,152.00;228.50;23,629.25
Jun 12, 2025 11:00 PM;Jun 13, 2025 12:00 AM;48,594.00;48,833.25;239.25;19,211.25
Jun 13, 2025 12:00 AM;Jun 13, 2025 1:00 AM;45,947.50;46,430.50;483.00;17,030.00
Jun 13, 2025 1:00 AM;Jun 13, 2025 2:00 AM;44,306.75;44,744.75;438.00;16,212.25
Jun 13, 2025 2:00 AM;Jun 13, 2025 3:00 AM;43,324.00;44,035.00;711.00;15,956.00
Jun 13, 2025 3:00 AM;Jun 13, 2025 4:00 AM;43,295.00;44,322.00;1,027.00;16,909.00
Jun 13, 2025 4:00 AM;Jun 13, 2025 5:00 AM;44,085.75;44,649.75;564.00;18,840.50
Jun 13, 2025 5:00 AM;Jun 13, 2025 6:00 AM;46,387.75;46,778.75;391.00;21,406.25
Jun 13, 2025 6:00 AM;Jun 13, 2025 7:00 AM;52,245.75;52,318.75;73.00;25,283.00
Jun 13, 2025 7:00 AM;Jun 13, 2025 8:00 AM;56,207.00;56,227.25;20.25;24,242.25
Jun 13, 2025 8:00 AM;Jun 13, 2025 9:00 AM;58,162.00;58,424.00;262.00;19,437.00
Jun 13, 2025 9:00 AM;Jun 13, 2025 10:00 AM;57,894.25;60,581.25;2,687.00;11,660.75
Jun 13, 2025 10:00 AM;Jun 13, 2025 11:00 AM;57,436.00;62,732.25;5,296.25;3,341.25
Jun 13, 2025 11:00 AM;Jun 13, 2025 12:00 PM;57,345.25;62,622.50;5,277.25;-183.75
Jun 13, 2025 12:00 PM;Jun 13, 2025 1:00 PM;57,088.75;62,660.75;5,572.00;-2,193.75
Jun 13, 2025 1:00 PM;Jun 13, 2025 2:00 PM;55,688.75;61,295.25;5,606.50;-3,286.75
Jun 13, 2025 2:00 PM;Jun 13, 2025 3:00 PM;54,032.00;59,571.50;5,539.50;-2,691.75
Jun 13, 2025 3:00 PM;Jun 13, 2025 4:00 PM;52,640.50;58,133.50;5,493.00;-1,709.50
Jun 13, 2025 4:00 PM;Jun 13, 2025 5:00 PM;52,558.00;57,704.50;5,146.50;2,776.50
Jun 13, 2025 5:00 PM;Jun 13, 2025 6:00 PM;52,719.75;54,387.75;1,668.00;10,361.50
Jun 13, 2025 6:00 PM;Jun 13, 2025 7:00 PM;52,814.50;52,948.50;134.00;20,686.50
Jun 13, 2025 7:00 PM;Jun 13, 2025 8:00 PM;52,652.50;52,657.50;5.00;28,674.50
Jun 13, 2025 8:00 PM;Jun 13, 2025 9:00 PM;52,169.50;52,176.50;7.00;31,125.50
Jun 13, 2025 9:00 PM;Jun 13, 2025 10:00 PM;50,633.50;50,793.25;159.75;25,946.25
Jun 13, 2025 10:00 PM;Jun 13, 2025 11:00 PM;49,317.75;49,556.50;238.75;21,164.00
Jun 13, 2025 11:00 PM;Jun 14, 2025 12:00 AM;46,902.25;47,348.25;446.00;17,808.00
Jun 14, 2025 12:00 AM;Jun 14, 2025 1:00 AM;44,614.50;44,847.25;232.75;16,374.50
Jun 14, 2025 1:00 AM;Jun 14, 2025 2:00 AM;42,376.25;42,658.50;282.25;14,857.25
Jun 14, 2025 2:00 AM;Jun 14, 2025 3:00 AM;40,807.75;41,052.50;244.75;14,102.25
Jun 14, 2025 3:00 AM;Jun 14, 2025 4:00 AM;40,293.75;40,552.50;258.75;14,721.50
Jun 14, 2025 4:00 AM;Jun 14, 2025 5:00 AM;40,296.50;40,408.75;112.25;16,307.00
Jun 14, 2025 5:00 AM;Jun 14, 2025 6:00 AM;40,523.00;40,872.75;349.75;15,782.50
Jun 14, 2025 6:00 AM;Jun 14, 2025 7:00 AM;42,280.75;42,570.50;289.75;14,705.75
Jun 14, 2025 7:00 AM;Jun 14, 2025 8:00 AM;44,934.00;46,334.25;1,400.25;12,900.50
Jun 14, 2025 8:00 AM;Jun 14, 2025 9:00 AM;47,625.25;50,296.50;2,671.25;7,966.00
Jun 14, 2025 9:00 AM;Jun 14, 2025 10:00 AM;48,723.00;53,953.00;5,230.00;-232.50
Jun 14, 2025 10:00 AM;Jun 14, 2025 11:00 AM;48,171.75;53,361.50;5,189.75;-3,346.25
Jun 14, 2025 11:00 AM;Jun 14, 2025 12:00 PM;48,157.00;53,269.25;5,112.25;-4,209.00
Jun 14, 2025 12:00 PM;Jun 14, 2025 1:00 PM;47,281.25;52,458.75;5,177.50;-4,751.00
Jun 14, 2025 1:00 PM;Jun 14, 2025 2:00 PM;45,563.50;50,893.25;5,329.75;-4,505.00
Jun 14, 2025 2:00 PM;Jun 14, 2025 3:00 PM;44,135.00;49,227.50;5,092.50;-4,949.50
Jun 14, 2025 3:00 PM;Jun 14, 2025 4:00 PM;44,345.75;49,243.00;4,897.25;-1,800.50
Jun 14, 2025 4:00 PM;Jun 14, 2025 5:00 PM;45,551.50;50,000.25;4,448.75;4,963.50
Jun 14, 2025 5:00 PM;Jun 14, 2025 6:00 PM;46,578.75;49,695.25;3,116.50;12,794.75
Jun 14, 2025 6:00 PM;Jun 14, 2025 7:00 PM;47,200.25;47,794.25;594.00;23,933.00
Jun 14, 2025 7:00 PM;Jun 14, 2025 8:00 PM;48,007.00;48,014.50;7.50;33,096.00
Jun 14, 2025 8:00 PM;Jun 14, 2025 9:00 PM;47,096.25;47,099.75;3.50;36,827.75
Jun 14, 2025 9:00 PM;Jun 14, 2025 10:00 PM;45,985.75;46,003.50;17.75;36,985.75
Jun 14, 2025 10:00 PM;Jun 14, 2025 11:00 PM;45,514.00;45,583.50;69.50;35,029.25
Jun 14, 2025 11:00 PM;Jun 15, 2025 12:00 AM;43,519.75;43,528.00;8.25;31,437.25
Jun 15, 2025 12:00 AM;Jun 15, 2025 1:00 AM;41,047.00;41,157.25;110.25;28,544.00
Jun 15, 2025 1:00 AM;Jun 15, 2025 2:00 AM;39,309.25;39,470.25;161.00;27,294.25
Jun 15, 2025 2:00 AM;Jun 15, 2025 3:00 AM;38,209.00;38,400.25;191.25;27,571.25
Jun 15, 2025 3:00 AM;Jun 15, 2025 4:00 AM;37,068.50;37,135.00;66.50;28,206.25
Jun 15, 2025 4:00 AM;Jun 15, 2025 5:00 AM;35,948.50;36,092.50;144.00;27,134.00
Jun 15, 2025 5:00 AM;Jun 15, 2025 6:00 AM;35,694.50;36,208.25;513.75;26,252.00
Jun 15, 2025 6:00 AM;Jun 15, 2025 7:00 AM;36,891.00;37,894.50;1,003.50;25,224.00
Jun 15, 2025 7:00 AM;Jun 15, 2025 8:00 AM;38,855.75;39,594.00;738.25;22,886.25
Jun 15, 2025 8:00 AM;Jun 15, 2025 9:00 AM;42,139.50;43,584.50;1,445.00;20,683.75
Jun 15, 2025 9:00 AM;Jun 15, 2025 10:00 AM;44,615.25;47,729.00;3,113.75;17,114.75
Jun 15, 2025 10:00 AM;Jun 15, 2025 11:00 AM;46,198.75;50,877.75;4,679.00;14,275.50
Jun 15, 2025 11:00 AM;Jun 15, 2025 12:00 PM;47,644.00;51,962.25;4,318.25;13,189.50
Jun 15, 2025 12:00 PM;Jun 15, 2025 1:00 PM;47,359.00;52,970.00;5,611.00;12,425.50
Jun 15, 2025 1:00 PM;Jun 15, 2025 2:00 PM;45,446.25;50,971.50;5,525.25;12,960.75
Jun 15, 2025 2:00 PM;Jun 15, 2025 3:00 PM;43,962.25;49,576.25;5,614.00;10,872.50
Jun 15, 2025 3:00 PM;Jun 15, 2025 4:00 PM;43,688.00;49,292.50;5,604.50;12,744.00
Jun 15, 2025 4:00 PM;Jun 15, 2025 5:00 PM;44,671.75;49,822.50;5,150.75;14,159.50
Jun 15, 2025 5:00 PM;Jun 15, 2025 6:00 PM;47,175.75;50,144.25;2,968.50;18,754.75
Jun 15, 2025 6:00 PM;Jun 15, 2025 7:00 PM;47,748.50;48,378.00;629.50;23,568.50
Jun 15, 2025 7:00 PM;Jun 15, 2025 8:00 PM;46,881.00;47,279.50;398.50;26,614.50
Jun 15, 2025 8:00 PM;Jun 15, 2025 9:00 PM;45,974.00;46,671.00;697.00;28,880.25
Jun 15, 2025 9:00 PM;Jun 15, 2025 10:00 PM;44,909.25;45,269.75;360.50;30,533.00
Jun 15, 2025 10:00 PM;Jun 15, 2025 11:00 PM;44,262.75;44,490.50;227.75;30,905.25
Jun 15, 2025 11:00 PM;Jun 16, 2025 12:00 AM;42,275.50;42,737.50;462.00;27,187.00
Jun 16, 2025 12:00 AM;Jun 16, 2025 1:00 AM;41,026.50;41,476.75;450.25;25,206.50
Jun 16, 2025 1:00 AM;Jun 16, 2025 2:00 AM;40,264.75;40,892.75;628.00;23,833.25
Jun 16, 2025 2:00 AM;Jun 16, 2025 3:00 AM;39,945.50;40,912.75;967.25;23,056.25
Jun 16, 2025 3:00 AM;Jun 16, 2025 4:00 AM;39,450.25;40,087.75;637.50;22,991.00
Jun 16, 2025 4:00 AM;Jun 16, 2025 5:00 AM;40,451.75;41,012.25;560.50;24,989.50
Jun 16, 2025 5:00 AM;Jun 16, 2025 6:00 AM;43,448.75;43,672.50;223.75;28,298.00
Jun 16, 2025 6:00 AM;Jun 16, 2025 7:00 AM;49,734.75;49,746.75;12.00;33,585.75
Jun 16, 2025 7:00 AM;Jun 16, 2025 8:00 AM;54,834.25;54,841.25;7.00;35,114.25
Jun 16, 2025 8:00 AM;Jun 16, 2025 9:00 AM;57,844.00;57,852.75;8.75;31,799.50
Jun 16, 2025 9:00 AM;Jun 16, 2025 10:00 AM;58,426.50;59,198.50;772.00;24,310.50
Jun 16, 2025 10:00 AM;Jun 16, 2025 11:00 AM;58,820.50;61,603.75;2,783.25;17,414.25
Jun 16, 2025 11:00 AM;Jun 16, 2025 12:00 PM;59,248.25;63,063.25;3,815.00;12,787.75
Jun 16, 2025 12:00 PM;Jun 16, 2025 1:00 PM;58,816.75;62,783.50;3,966.75;10,862.00
Jun 16, 2025 1:00 PM;Jun 16, 2025 2:00 PM;58,465.75;61,742.75;3,277.00;10,823.00
Jun 16, 2025 2:00 PM;Jun 16, 2025 3:00 PM;57,253.50;62,147.50;4,894.00;10,726.50
Jun 16, 2025 3:00 PM;Jun 16, 2025 4:00 PM;56,605.00;61,210.25;4,605.25;11,773.75
Jun 16, 2025 4:00 PM;Jun 16, 2025 5:00 PM;55,495.00;59,846.25;4,351.25;14,377.75
Jun 16, 2025 5:00 PM;Jun 16, 2025 6:00 PM;55,501.75;57,952.75;2,451.00;21,449.00
Jun 16, 2025 6:00 PM;Jun 16, 2025 7:00 PM;55,796.50;56,266.00;469.50;29,705.75
Jun 16, 2025 7:00 PM;Jun 16, 2025 8:00 PM;56,138.75;56,206.50;67.75;38,845.50
Jun 16, 2025 8:00 PM;Jun 16, 2025 9:00 PM;54,883.50;54,891.75;8.25;44,335.25
Jun 16, 2025 9:00 PM;Jun 16, 2025 10:00 PM;52,875.75;52,881.00;5.25;45,423.25
Jun 16, 2025 10:00 PM;Jun 16, 2025 11:00 PM;50,420.50;50,427.50;7.00;43,267.25
Jun 16, 2025 11:00 PM;Jun 17, 2025 12:00 AM;47,655.25;47,662.00;6.75;39,980.25
Jun 17, 2025 12:00 AM;Jun 17, 2025 1:00 AM;45,152.50;45,202.00;49.50;37,549.50
Jun 17, 2025 1:00 AM;Jun 17, 2025 2:00 AM;43,478.25;43,496.75;18.50;36,661.75
Jun 17, 2025 2:00 AM;Jun 17, 2025 3:00 AM;41,982.25;42,057.50;75.25;36,128.25
Jun 17, 2025 3:00 AM;Jun 17, 2025 4:00 AM;41,845.25;41,899.75;54.50;36,635.75
Jun 17, 2025 4:00 AM;Jun 17, 2025 5:00 AM;42,525.00;42,541.25;16.25;37,813.25
Jun 17, 2025 5:00 AM;Jun 17, 2025 6:00 AM;44,869.50;44,919.75;50.25;39,520.00
Jun 17, 2025 6:00 AM;Jun 17, 2025 7:00 AM;51,231.00;51,270.75;39.75;42,750.75
Jun 17, 2025 7:00 AM;Jun 17, 2025 8:00 AM;56,113.25;56,186.50;73.25;40,001.50
Jun 17, 2025 8:00 AM;Jun 17, 2025 9:00 AM;58,011.50;58,125.50;114.00;31,363.25
Jun 17, 2025 9:00 AM;Jun 17, 2025 10:00 AM;58,142.25;60,416.75;2,274.50;20,649.25
Jun 17, 2025 10:00 AM;Jun 17, 2025 11:00 AM;57,752.50;61,460.50;3,708.00;11,879.50
Jun 17, 2025 11:00 AM;Jun 17, 2025 12:00 PM;58,299.00;62,228.00;3,929.00;10,138.50
Jun 17, 2025 12:00 PM;Jun 17, 2025 1:00 PM;56,637.25;60,824.25;4,187.00;4,968.75
Jun 17, 2025 1:00 PM;Jun 17, 2025 2:00 PM;56,115.25;60,270.25;4,155.00;4,360.50
Jun 17, 2025 2:00 PM;Jun 17, 2025 3:00 PM;54,698.50;58,754.25;4,055.75;5,428.25
Jun 17, 2025 3:00 PM;Jun 17, 2025 4:00 PM;54,423.50;58,424.00;4,000.50;7,461.75
Jun 17, 2025 4:00 PM;Jun 17, 2025 5:00 PM;53,667.75;57,100.75;3,433.00;10,630.00
Jun 17, 2025 5:00 PM;Jun 17, 2025 6:00 PM;54,568.50;56,574.75;2,006.25;19,303.00
Jun 17, 2025 6:00 PM;Jun 17, 2025 7:00 PM;55,644.50;55,966.50;322.00;32,319.00
Jun 17, 2025 7:00 PM;Jun 17, 2025 8:00 PM;56,303.25;56,310.25;7.00;43,571.50
Jun 17, 2025 8:00 PM;Jun 17, 2025 9:00 PM;55,703.50;55,714.50;11.00;48,202.50
Jun 17, 2025 9:00 PM;Jun 17, 2025 10:00 PM;53,327.75;53,338.75;11.00;48,677.50
Jun 17, 2025 10:00 PM;Jun 17, 2025 11:00 PM;50,772.75;50,787.50;14.75;46,482.50
Jun 17, 2025 11:00 PM;Jun 18, 2025 12:00 AM;48,710.50;48,729.50;19.00;44,066.75
Jun 18, 2025 12:00 AM;Jun 18, 2025 1:00 AM;45,602.50;45,625.00;22.50;40,826.25
Jun 18, 2025 1:00 AM;Jun 18, 2025 2:00 AM;43,150.50;43,186.00;35.50;37,943.50
Jun 18, 2025 2:00 AM;Jun 18, 2025 3:00 AM;42,184.50;42,292.00;107.50;36,766.75
Jun 18, 2025 3:00 AM;Jun 18, 2025 4:00 AM;42,057.25;42,317.00;259.75;36,320.25
Jun 18, 2025 4:00 AM;Jun 18, 2025 5:00 AM;42,775.50;43,210.50;435.00;36,862.00
Jun 18, 2025 5:00 AM;Jun 18, 2025 6:00 AM;45,144.50;45,598.50;454.00;38,495.50
Jun 18, 2025 6:00 AM;Jun 18, 2025 7:00 AM;51,239.75;51,342.75;103.00;41,282.00
Jun 18, 2025 7:00 AM;Jun 18, 2025 8:00 AM;55,648.00;55,661.25;13.25;39,519.25
Jun 18, 2025 8:00 AM;Jun 18, 2025 9:00 AM;58,201.25;58,500.50;299.25;32,797.75
Jun 18, 2025 9:00 AM;Jun 18, 2025 10:00 AM;58,545.50;60,570.25;2,024.75;22,967.75
Jun 18, 2025 10:00 AM;Jun 18, 2025 11:00 AM;58,039.25;61,775.75;3,736.50;14,166.00
Jun 18, 2025 11:00 AM;Jun 18, 2025 12:00 PM;57,513.50;61,230.25;3,716.75;8,211.75
Jun 18, 2025 12:00 PM;Jun 18, 2025 1:00 PM;56,832.25;61,656.50;4,824.25;5,610.50
Jun 18, 2025 1:00 PM;Jun 18, 2025 2:00 PM;56,243.00;61,070.50;4,827.50;4,632.75
Jun 18, 2025 2:00 PM;Jun 18, 2025 3:00 PM;56,151.50;60,821.00;4,669.50;5,764.75
Jun 18, 2025 3:00 PM;Jun 18, 2025 4:00 PM;55,110.25;59,835.25;4,725.00;6,353.50
Jun 18, 2025 4:00 PM;Jun 18, 2025 5:00 PM;54,675.75;59,277.50;4,601.75;9,682.25
Jun 18, 2025 5:00 PM;Jun 18, 2025 6:00 PM;55,160.50;57,660.75;2,500.25;17,964.25
Jun 18, 2025 6:00 PM;Jun 18, 2025 7:00 PM;55,941.25;56,710.50;769.25;28,679.75
Jun 18, 2025 7:00 PM;Jun 18, 2025 8:00 PM;56,239.50;56,284.25;44.75;38,234.50
Jun 18, 2025 8:00 PM;Jun 18, 2025 9:00 PM;54,847.00;54,853.00;6.00;43,372.00
Jun 18, 2025 9:00 PM;Jun 18, 2025 10:00 PM;52,582.00;52,587.00;5.00;43,873.00
Jun 18, 2025 10:00 PM;Jun 18, 2025 11:00 PM;50,674.50;50,680.50;6.00;42,409.00
Jun 18, 2025 11:00 PM;Jun 19, 2025 12:00 AM;47,689.75;47,698.00;8.25;38,763.00
Jun 19, 2025 12:00 AM;Jun 19, 2025 1:00 AM;44,878.25;44,891.00;12.75;35,060.75
Jun 19, 2025 1:00 AM;Jun 19, 2025 2:00 AM;42,832.75;42,864.75;32.00;31,810.00
Jun 19, 2025 2:00 AM;Jun 19, 2025 3:00 AM;41,128.50;41,142.50;14.00;28,811.50
Jun 19, 2025 3:00 AM;Jun 19, 2025 4:00 AM;40,598.00;40,624.00;26.00;27,399.50
Jun 19, 2025 4:00 AM;Jun 19, 2025 5:00 AM;40,415.50;40,445.75;30.25;26,993.50
Jun 19, 2025 5:00 AM;Jun 19, 2025 6:00 AM;40,896.75;40,957.75;61.00;26,062.50
Jun 19, 2025 6:00 AM;Jun 19, 2025 7:00 AM;43,268.25;43,421.00;152.75;25,261.75
Jun 19, 2025 7:00 AM;Jun 19, 2025 8:00 AM;46,235.75;46,905.75;670.00;21,177.50
Jun 19, 2025 8:00 AM;Jun 19, 2025 9:00 AM;48,735.00;50,669.00;1,934.00;12,878.75
Jun 19, 2025 9:00 AM;Jun 19, 2025 10:00 AM;49,193.75;52,385.50;3,191.75;3,688.25
Jun 19, 2025 10:00 AM;Jun 19, 2025 11:00 AM;49,525.75;53,861.75;4,336.00;573.50
Jun 19, 2025 11:00 AM;Jun 19, 2025 12:00 PM;49,602.75;54,484.50;4,881.75;-1,641.00
Jun 19, 2025 12:00 PM;Jun 19, 2025 1:00 PM;49,281.50;54,302.00;5,020.50;-2,821.75
Jun 19, 2025 1:00 PM;Jun 19, 2025 2:00 PM;48,103.75;53,139.00;5,035.25;-3,165.00
Jun 19, 2025 2:00 PM;Jun 19, 2025 3:00 PM;46,545.00;51,448.25;4,903.25;-2,581.00
Jun 19, 2025 3:00 PM;Jun 19, 2025 4:00 PM;45,569.25;50,230.75;4,661.50;-3,074.75
Jun 19, 2025 4:00 PM;Jun 19, 2025 5:00 PM;45,712.00;50,082.50;4,370.50;-437.50
Jun 19, 2025 5:00 PM;Jun 19, 2025 6:00 PM;46,873.00;50,160.50;3,287.50;3,187.00
Jun 19, 2025 6:00 PM;Jun 19, 2025 7:00 PM;48,638.25;49,948.50;1,310.25;15,416.25
Jun 19, 2025 7:00 PM;Jun 19, 2025 8:00 PM;48,522.75;48,549.00;26.25;26,688.50
Jun 19, 2025 8:00 PM;Jun 19, 2025 9:00 PM;49,210.25;49,218.50;8.25;35,029.25
Jun 19, 2025 9:00 PM;Jun 19, 2025 10:00 PM;47,335.25;47,340.50;5.25;36,476.25
Jun 19, 2025 10:00 PM;Jun 19, 2025 11:00 PM;46,712.50;46,721.00;8.50;35,098.25
Jun 19, 2025 11:00 PM;Jun 20, 2025 12:00 AM;44,264.00;44,493.25;229.25;31,568.50
Jun 20, 2025 12:00 AM;Jun 20, 2025 1:00 AM;41,584.75;41,908.75;324.00;29,093.75
Jun 20, 2025 1:00 AM;Jun 20, 2025 2:00 AM;40,310.00;41,198.50;888.50;28,537.75
Jun 20, 2025 2:00 AM;Jun 20, 2025 3:00 AM;38,827.25;39,144.25;317.00;28,653.00
Jun 20, 2025 3:00 AM;Jun 20, 2025 4:00 AM;38,764.00;38,894.75;130.75;29,753.50
Jun 20, 2025 4:00 AM;Jun 20, 2025 5:00 AM;39,302.00;39,395.50;93.50;31,348.00
Jun 20, 2025 5:00 AM;Jun 20, 2025 6:00 AM;41,253.00;41,277.00;24.00;33,471.50
Jun 20, 2025 6:00 AM;Jun 20, 2025 7:00 AM;45,715.00;45,723.00;8.00;35,210.50
Jun 20, 2025 7:00 AM;Jun 20, 2025 8:00 AM;49,565.00;49,595.00;30.00;33,011.75
Jun 20, 2025 8:00 AM;Jun 20, 2025 9:00 AM;51,824.25;52,189.75;365.50;25,457.00
Jun 20, 2025 9:00 AM;Jun 20, 2025 10:00 AM;52,079.50;53,863.25;1,783.75;15,758.50
Jun 20, 2025 10:00 AM;Jun 20, 2025 11:00 AM;51,330.00;55,078.00;3,748.00;6,680.50
Jun 20, 2025 11:00 AM;Jun 20, 2025 12:00 PM;50,973.50;55,491.50;4,518.00;579.50
Jun 20, 2025 12:00 PM;Jun 20, 2025 1:00 PM;50,451.25;55,296.00;4,844.75;-2,866.50
Jun 20, 2025 1:00 PM;Jun 20, 2025 2:00 PM;49,816.75;54,707.25;4,890.50;-3,277.25
Jun 20, 2025 2:00 PM;Jun 20, 2025 3:00 PM;48,475.50;53,263.75;4,788.25;-3,808.75
Jun 20, 2025 3:00 PM;Jun 20, 2025 4:00 PM;47,520.00;52,123.25;4,603.25;-1,193.50
Jun 20, 2025 4:00 PM;Jun 20, 2025 5:00 PM;47,799.50;51,762.25;3,962.75;5,752.75
Jun 20, 2025 5:00 PM;Jun 20, 2025 6:00 PM;48,712.75;50,014.50;1,301.75;16,052.50
Jun 20, 2025 6:00 PM;Jun 20, 2025 7:00 PM;50,012.50;50,405.75;393.25;28,683.50
Jun 20, 2025 7:00 PM;Jun 20, 2025 8:00 PM;50,563.25;50,575.00;11.75;39,530.75
Jun 20, 2025 8:00 PM;Jun 20, 2025 9:00 PM;49,826.00;49,834.25;8.25;43,980.00
Jun 20, 2025 9:00 PM;Jun 20, 2025 10:00 PM;47,352.50;47,359.50;7.00;42,554.25
Jun 20, 2025 10:00 PM;Jun 20, 2025 11:00 PM;46,062.75;46,069.75;7.00;40,569.00
Jun 20, 2025 11:00 PM;Jun 21, 2025 12:00 AM;43,170.00;43,194.50;24.50;37,355.50
Jun 21, 2025 12:00 AM;Jun 21, 2025 1:00 AM;41,184.25;41,192.00;7.75;35,427.00
Jun 21, 2025 1:00 AM;Jun 21, 2025 2:00 AM;39,456.75;39,466.50;9.75;33,620.00
Jun 21, 2025 2:00 AM;Jun 21, 2025 3:00 AM;38,556.00;38,573.00;17.00;32,940.50
Jun 21, 2025 3:00 AM;Jun 21, 2025 4:00 AM;38,073.75;38,291.50;217.75;32,648.50
Jun 21, 2025 4:00 AM;Jun 21, 2025 5:00 AM;37,337.50;37,369.00;31.50;31,999.75
Jun 21, 2025 5:00 AM;Jun 21, 2025 6:00 AM;37,073.00;37,209.00;136.00;30,512.50
Jun 21, 2025 6:00 AM;Jun 21, 2025 7:00 AM;38,673.50;39,002.25;328.75;28,218.25
Jun 21, 2025 7:00 AM;Jun 21, 2025 8:00 AM;41,743.00;42,465.25;722.25;23,870.00
Jun 21, 2025 8:00 AM;Jun 21, 2025 9:00 AM;44,313.75;46,079.25;1,765.50;17,283.25
Jun 21, 2025 9:00 AM;Jun 21, 2025 10:00 AM;46,156.75;49,774.75;3,618.00;10,474.75
Jun 21, 2025 10:00 AM;Jun 21, 2025 11:00 AM;45,828.50;50,552.25;4,723.75;4,211.75
Jun 21, 2025 11:00 AM;Jun 21, 2025 12:00 PM;46,150.75;50,982.00;4,831.25;2,754.50
Jun 21, 2025 12:00 PM;Jun 21, 2025 1:00 PM;44,931.00;49,638.00;4,707.00;1,351.50
Jun 21, 2025 1:00 PM;Jun 21, 2025 2:00 PM;43,561.00;48,377.25;4,816.25;-1,623.75
Jun 21, 2025 2:00 PM;Jun 21, 2025 3:00 PM;42,288.50;47,112.25;4,823.75;-2,988.00
Jun 21, 2025 3:00 PM;Jun 21, 2025 4:00 PM;42,087.00;46,632.00;4,545.00;-964.50
Jun 21, 2025 4:00 PM;Jun 21, 2025 5:00 PM;42,454.75;46,722.00;4,267.25;2,603.25
Jun 21, 2025 5:00 PM;Jun 21, 2025 6:00 PM;43,419.25;45,921.50;2,502.25;11,659.75
Jun 21, 2025 6:00 PM;Jun 21, 2025 7:00 PM;44,776.75;45,486.00;709.25;23,773.00
Jun 21, 2025 7:00 PM;Jun 21, 2025 8:00 PM;45,817.75;45,826.25;8.50;35,164.75
Jun 21, 2025 8:00 PM;Jun 21, 2025 9:00 PM;45,692.00;45,695.25;3.25;40,822.50
Jun 21, 2025 9:00 PM;Jun 21, 2025 10:00 PM;44,195.50;44,197.50;2.00;41,268.25
Jun 21, 2025 10:00 PM;Jun 21, 2025 11:00 PM;43,718.25;43,719.75;1.50;40,299.75
Jun 21, 2025 11:00 PM;Jun 22, 2025 12:00 AM;41,625.50;41,627.25;1.75;36,601.75
Jun 22, 2025 12:00 AM;Jun 22, 2025 1:00 AM;38,805.25;38,808.00;2.75;31,884.25
Jun 22, 2025 1:00 AM;Jun 22, 2025 2:00 AM;36,838.00;36,841.75;3.75;28,147.50
Jun 22, 2025 2:00 AM;Jun 22, 2025 3:00 AM;35,851.25;35,924.00;72.75;25,325.25
Jun 22, 2025 3:00 AM;Jun 22, 2025 4:00 AM;35,657.75;35,886.50;228.75;23,803.50
Jun 22, 2025 4:00 AM;Jun 22, 2025 5:00 AM;35,513.00;35,683.25;170.25;23,293.75
Jun 22, 2025 5:00 AM;Jun 22, 2025 6:00 AM;34,990.25;35,388.00;397.75;21,896.00
Jun 22, 2025 6:00 AM;Jun 22, 2025 7:00 AM;35,957.50;36,770.00;812.50;19,690.50
Jun 22, 2025 7:00 AM;Jun 22, 2025 8:00 AM;37,994.00;39,846.50;1,852.50;14,978.25
Jun 22, 2025 8:00 AM;Jun 22, 2025 9:00 AM;40,542.25;43,467.00;2,924.75;10,207.75
Jun 22, 2025 9:00 AM;Jun 22, 2025 10:00 AM;42,400.00;45,744.25;3,344.25;7,676.00
Jun 22, 2025 10:00 AM;Jun 22, 2025 11:00 AM;42,824.25;47,209.75;4,385.50;2,924.25
Jun 22, 2025 11:00 AM;Jun 22, 2025 12:00 PM;43,437.25;48,160.25;4,723.00;-772.00
Jun 22, 2025 12:00 PM;Jun 22, 2025 1:00 PM;43,290.75;48,133.25;4,842.50;-3,768.25
Jun 22, 2025 1:00 PM;Jun 22, 2025 2:00 PM;43,049.00;48,040.00;4,991.00;-3,813.25
Jun 22, 2025 2:00 PM;Jun 22, 2025 3:00 PM;42,004.25;46,910.75;4,906.50;-3,207.75
Jun 22, 2025 3:00 PM;Jun 22, 2025 4:00 PM;41,946.00;46,375.25;4,429.25;-222.50
Jun 22, 2025 4:00 PM;Jun 22, 2025 5:00 PM;42,506.25;46,148.25;3,642.00;4,393.25
Jun 22, 2025 5:00 PM;Jun 22, 2025 6:00 PM;44,837.50;47,237.75;2,400.25;11,151.50
Jun 22, 2025 6:00 PM;Jun 22, 2025 7:00 PM;46,842.00;47,953.50;1,111.50;16,994.00
Jun 22, 2025 7:00 PM;Jun 22, 2025 8:00 PM;47,347.00;47,351.75;4.75;26,123.25
Jun 22, 2025 8:00 PM;Jun 22, 2025 9:00 PM;46,443.50;46,446.75;3.25;29,856.00
Jun 22, 2025 9:00 PM;Jun 22, 2025 10:00 PM;45,766.75;45,773.50;6.75;30,647.50
Jun 22, 2025 10:00 PM;Jun 22, 2025 11:00 PM;45,416.25;45,423.25;7.00;29,961.75
Jun 22, 2025 11:00 PM;Jun 23, 2025 12:00 AM;43,526.75;43,561.00;34.25;24,737.50
